,Username,Round,Vote_From,Vote_Amount,Round_Winner,Total_Votes,ENS,Address
224,@jubrilade_,20,@songcampdotband,1259,TRUE,6506,creatopia.mirror.xyz,
225,@jubrilade_,20,@basgras,1147,TRUE,6506,creatopia.mirror.xyz,
226,@jubrilade_,20,@quiettheory,1130,TRUE,6506,creatopia.mirror.xyz,
227,@jubrilade_,20,@catalogworks,640,TRUE,6506,creatopia.mirror.xyz,
228,@jubrilade_,20,@matthewchaim,500,TRUE,6506,creatopia.mirror.xyz,
229,@jubrilade_,20,@mybellalogica,360,TRUE,6506,creatopia.mirror.xyz,
230,@jubrilade_,20,@markredito,345,TRUE,6506,creatopia.mirror.xyz,
231,@jubrilade_,20,@she_256,200,TRUE,6506,creatopia.mirror.xyz,
232,@jubrilade_,20,@patrickxrivera,150,TRUE,6506,creatopia.mirror.xyz,
233,@jubrilade_,20,@stephenpdiesel,100,TRUE,6506,creatopia.mirror.xyz,
234,@jubrilade_,20,@web3brett,100,TRUE,6506,creatopia.mirror.xyz,
235,@jubrilade_,20,@mikemckain_,75,TRUE,6506,creatopia.mirror.xyz,
236,@jubrilade_,20,@ive77i,73,TRUE,6506,creatopia.mirror.xyz,
237,@jubrilade_,20,@rowanspencer__,70,TRUE,6506,creatopia.mirror.xyz,
238,@jubrilade_,20,@loftradio_,40,TRUE,6506,creatopia.mirror.xyz,
239,@jubrilade_,20,@hubbersnaks,32,TRUE,6506,creatopia.mirror.xyz,
240,@jubrilade_,20,@hvdsonofficial,30,TRUE,6506,creatopia.mirror.xyz,
241,@jubrilade_,20,@johnnymalandras,28,TRUE,6506,creatopia.mirror.xyz,
242,@jubrilade_,20,@jondashkyle,25,TRUE,6506,creatopia.mirror.xyz,
243,@jubrilade_,20,@troels_a,25,TRUE,6506,creatopia.mirror.xyz,
244,@jubrilade_,20,@colingaffney_,20,TRUE,6506,creatopia.mirror.xyz,
245,@jubrilade_,20,@jzstern,20,TRUE,6506,creatopia.mirror.xyz,
246,@jubrilade_,20,@FWBtweets,20,TRUE,6506,creatopia.mirror.xyz,
247,@jubrilade_,20,@jubrilade_,16,TRUE,6506,creatopia.mirror.xyz,
248,@jubrilade_,20,@madebymetsa,12,TRUE,6506,creatopia.mirror.xyz,
249,@jubrilade_,20,@piercesword,10,TRUE,6506,creatopia.mirror.xyz,
250,@jubrilade_,20,@DLROWiAM,10,TRUE,6506,creatopia.mirror.xyz,
251,@jubrilade_,20,@AnjoorinS,10,TRUE,6506,creatopia.mirror.xyz,
252,@jubrilade_,20,@c_lemp,10,TRUE,6506,creatopia.mirror.xyz,
253,@jubrilade_,20,@natemodi,10,TRUE,6506,creatopia.mirror.xyz,
254,@jubrilade_,20,@Jad_AE,8,TRUE,6506,creatopia.mirror.xyz,
255,@jubrilade_,20,@Camelliayang,5,TRUE,6506,creatopia.mirror.xyz,
256,@jubrilade_,20,@iodave,5,TRUE,6506,creatopia.mirror.xyz,
257,@jubrilade_,20,@chisox3000,5,TRUE,6506,creatopia.mirror.xyz,
258,@jubrilade_,20,@EricCMack,4,TRUE,6506,creatopia.mirror.xyz,
259,@jubrilade_,20,@daoudaleonard,3,TRUE,6506,creatopia.mirror.xyz,
260,@jubrilade_,20,@selimimoberdorf,3,TRUE,6506,creatopia.mirror.xyz,
261,@jubrilade_,20,@topshelfrecords,3,TRUE,6506,creatopia.mirror.xyz,
262,@jubrilade_,20,@BlockchainistaX,2,TRUE,6506,creatopia.mirror.xyz,
263,@jubrilade_,20,@TiwariKratika22,1,TRUE,6506,creatopia.mirror.xyz,
264,@RajitWrites,20,@KYVENetwork,2110,TRUE,6456,rajit.mirror.xyz,
265,@RajitWrites,20,@quasimatt,650,TRUE,6456,rajit.mirror.xyz,
266,@RajitWrites,20,@AlexMasmej,531,TRUE,6456,rajit.mirror.xyz,
267,@RajitWrites,20,@masonnystrom,500,TRUE,6456,rajit.mirror.xyz,
268,@RajitWrites,20,@bitsikka,374,TRUE,6456,rajit.mirror.xyz,
269,@RajitWrites,20,@teddyburnette,300,TRUE,6456,rajit.mirror.xyz,
270,@RajitWrites,20,@m1guelpf,300,TRUE,6456,rajit.mirror.xyz,
271,@RajitWrites,20,@Nogoodtwts,200,TRUE,6456,rajit.mirror.xyz,
272,@RajitWrites,20,@stephenpdiesel,200,TRUE,6456,rajit.mirror.xyz,
273,@RajitWrites,20,@jamiew,195,TRUE,6456,rajit.mirror.xyz,
274,@RajitWrites,20,@blueberrymarie,190,TRUE,6456,rajit.mirror.xyz,
275,@RajitWrites,20,@andrewhong5297,170,TRUE,6456,rajit.mirror.xyz,
276,@RajitWrites,20,@DrewCoffman,161,TRUE,6456,rajit.mirror.xyz,
277,@RajitWrites,20,@RajitWrites,113,TRUE,6456,rajit.mirror.xyz,
278,@RajitWrites,20,@jessewldn,100,TRUE,6456,rajit.mirror.xyz,
279,@RajitWrites,20,@LilaShroff,100,TRUE,6456,rajit.mirror.xyz,
280,@RajitWrites,20,@pugson,90,TRUE,6456,rajit.mirror.xyz,
281,@RajitWrites,20,@strangechances,75,TRUE,6456,rajit.mirror.xyz,
282,@RajitWrites,20,@ShawnKanungo,60,TRUE,6456,rajit.mirror.xyz,
283,@RajitWrites,20,@ran_dom,10,TRUE,6456,rajit.mirror.xyz,
284,@RajitWrites,20,@karinaraf_,10,TRUE,6456,rajit.mirror.xyz,
285,@RajitWrites,20,@natemodi,10,TRUE,6456,rajit.mirror.xyz,
286,@RajitWrites,20,@apcbapcb,5,TRUE,6456,rajit.mirror.xyz,
287,@RajitWrites,20,@SpaceXponential,1,TRUE,6456,rajit.mirror.xyz,
288,@RajitWrites,20,@mathewi,1,TRUE,6456,rajit.mirror.xyz,
289,@ballmatthew,19,@Iiterature,1170,TRUE,7872,ballmetaverse.mirror.xyz,
290,@ballmatthew,19,@jessewldn,1140,TRUE,7872,ballmetaverse.mirror.xyz,
291,@ballmatthew,19,@whatdotcd,1120,TRUE,7872,ballmetaverse.mirror.xyz,
292,@ballmatthew,19,@ljin18,1000,TRUE,7872,ballmetaverse.mirror.xyz,
293,@ballmatthew,19,@john_c_palmer,1000,TRUE,7872,ballmetaverse.mirror.xyz,
294,@ballmatthew,19,@daranda,500,TRUE,7872,ballmetaverse.mirror.xyz,
295,@ballmatthew,19,@awkweb,500,TRUE,7872,ballmetaverse.mirror.xyz,
296,@ballmatthew,19,@spencernoon,250,TRUE,7872,ballmetaverse.mirror.xyz,
297,@ballmatthew,19,@ckurdziel,201,TRUE,7872,ballmetaverse.mirror.xyz,
298,@ballmatthew,19,@stephenpdiesel,200,TRUE,7872,ballmetaverse.mirror.xyz,
299,@ballmatthew,19,@andrewhong5297,200,TRUE,7872,ballmetaverse.mirror.xyz,
300,@ballmatthew,19,@strangechances,150,TRUE,7872,ballmetaverse.mirror.xyz,
301,@ballmatthew,19,@Cooopahtroopa,100,TRUE,7872,ballmetaverse.mirror.xyz,
302,@ballmatthew,19,@masonnystrom,100,TRUE,7872,ballmetaverse.mirror.xyz,
303,@ballmatthew,19,@web3brett,100,TRUE,7872,ballmetaverse.mirror.xyz,
304,@ballmatthew,19,@jondashkyle,50,TRUE,7872,ballmetaverse.mirror.xyz,
305,@ballmatthew,19,@patrickxrivera,50,TRUE,7872,ballmetaverse.mirror.xyz,
306,@ballmatthew,19,@SpaceXponential,26,TRUE,7872,ballmetaverse.mirror.xyz,
307,@ballmatthew,19,@natemodi,10,TRUE,7872,ballmetaverse.mirror.xyz,
308,@ballmatthew,19,@braeden_norris,5,TRUE,7872,ballmetaverse.mirror.xyz,
309,@fkpxls,19,@jarroddicker,1150,TRUE,7275,station.mirror.xyz,
310,@fkpxls,19,@jstn,1110,TRUE,7275,station.mirror.xyz,
311,@fkpxls,19,@aweissman,1090,TRUE,7275,station.mirror.xyz,
312,@fkpxls,19,@packyM,1060,TRUE,7275,station.mirror.xyz,
313,@fkpxls,19,@codybrown,550,TRUE,7275,station.mirror.xyz,
314,@fkpxls,19,@alexxzzhang,500,TRUE,7275,station.mirror.xyz,
315,@fkpxls,19,@kneelingbus,500,TRUE,7275,station.mirror.xyz,
316,@fkpxls,19,@heyellieday,430,TRUE,7275,station.mirror.xyz,
317,@fkpxls,19,@_anishagnihotri,300,TRUE,7275,station.mirror.xyz,
318,@fkpxls,19,@Nogoodtwts,200,TRUE,7275,station.mirror.xyz,
319,@fkpxls,19,@StatefulWorks,150,TRUE,7275,station.mirror.xyz,
320,@fkpxls,19,@Cooopahtroopa,100,TRUE,7275,station.mirror.xyz,
321,@fkpxls,19,@masonnystrom,100,TRUE,7275,station.mirror.xyz,
322,@fkpxls,19,@LilaShroff,10,TRUE,7275,station.mirror.xyz,
323,@fkpxls,19,@singareddynm,10,TRUE,7275,station.mirror.xyz,
324,@fkpxls,19,@Excitedntl,10,TRUE,7275,station.mirror.xyz,
325,@fkpxls,19,@braeden_norris,5,TRUE,7275,station.mirror.xyz,
326,@LilaShroff,19,@divine_economy,2050,TRUE,6823,lila.mirror.xyz,
327,@LilaShroff,19,@mariodgabriele,1060,TRUE,6823,lila.mirror.xyz,
328,@LilaShroff,19,@patrickxrivera,610,TRUE,6823,lila.mirror.xyz,
329,@LilaShroff,19,@ljin18,500,TRUE,6823,lila.mirror.xyz,
330,@LilaShroff,19,@jaesmail,500,TRUE,6823,lila.mirror.xyz,
331,@LilaShroff,19,@andrewhong5297,430,TRUE,6823,lila.mirror.xyz,
332,@LilaShroff,19,@jessewldn,340,TRUE,6823,lila.mirror.xyz,
