source,target,ED_purchaseValue
0x0894bdab6da676640526a7ecd0c2567b9bf5f6fb,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x08ceb8bba685ee708c9c4c65576837cbe19b9dea,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x08d816526bdc9d077dd685bd9fa49f58a5ab8e48,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x08d816526bdc9d077dd685bd9fa49f58a5ab8e48,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.21000000000000002
0x09430565e3a38884fedd42e5fd0e05656f7b24b2,0xabaf40768e575beb3244df2853a0505cb2d2e4bb,0.15
0x09475262c6a1ffbedd480d2a15f35f978aaaac38,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x094dc639f0c47b6eca92936e142ecea207b963e4,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x09902324662804685e573f49aa66e603d158331c,0x320562f05baeeed8aa76a0110008bf0c8c156a8f,0.1
0x09bc3c007a6252c07281bb50b3fca6617cf0d256,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x09fd77349fce101142265f91c95f59fb20353644,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.9354000000000001
0x0a251df99a88a20a93876205fb7f5faf2e85a481,0x9c159121ceebf937e9bad98fd0c895d7f6038bd4,0.1
0x0a27a89981877bb076924abb757327d3b07ebcc8,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x0a53e28f2f7b27971e18a6305c2c74a449badd2e,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0a6b6d816870f25b63d797fd8f1de3418ccd5b4f,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x0a8c2ee08760251705f5aaf7bb0e7b490029bc27,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.3118
0x0abbf0af3bd066b32c54880ce39f5b0606f2c4d2,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x0ad59c344359fdf8472e7ffbf4eb6af4751138da,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0b01168b77425d8a4df02f794d2ced416ec6e7d4,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x0b1f9e300e6e4b4c25cc73c53c8aa700e552f99f,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x0b20f18758fcc28e7ef3adf062f49359c2d387a5,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0b4ead9adb79457816d446deb57d7a22f88c644c,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.060000000000000005
0x0b533d047e25dd32347fd2588f80c8c949b7b0f9,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0b62e5caff1b4f9605e78c3ca8016c0a4b4e23cb,0x25cbcfa16e43e58517f80d583087ea89241293e6,0.05
0x0b7f5b00dc360c0c7c31dc0b00c7f64cc1393062,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0ba35a56a6d3e44aba3be8b660cb350c38018296,0xabaf40768e575beb3244df2853a0505cb2d2e4bb,0.15
0x0bc3668d2aafa53ed5e5134ba13ec74ea195d000,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.02
0x0c1c3ad11c12db604c323610bba1f0800018483c,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0cabab448ff897edef2013c6f7da320e83e9f2c3,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0cabab448ff897edef2013c6f7da320e83e9f2c3,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.060000000000000005
0x0cacc6104d8cd9d7b2850b4f35c65c1ecdeece03,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.25
0x0d09dc9a840b1b4ea25194998fd90bb50fc2008a,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0d0cb0e747ef8c376eeba2903166e47d39cf0723,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0d1d670aeaebf998f1fe1c0e94e6d846d331e6d8,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0d1d670aeaebf998f1fe1c0e94e6d846d331e6d8,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.35
0x0d241f55aecda62458549de7238eb682a9536855,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0d4c74c2c80c7d1af1b0f7488d09dab8ca82d1e1,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0d5d4e0ff56f8f2a876bf2dcd703ec95e86d57ba,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.22000000000000003
0x0d6b1ae1692ff02661006a7eba16d201cb595f9b,0x2920a3192613d8c42f21b64873dc0ddfcbf018d4,0.1
0x0d93bc9654df5a50e0e65df55d09ba7b47fb95cd,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.3118
0x0da07e67c2ca3a3cfcb58af115e1c0ed64f69f96,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0e024cdba8377acf2d83e23090e27f5f8f490497,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0e05fc644943aae89dd3fec282c3f86431a7d090,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0e05fc644943aae89dd3fec282c3f86431a7d090,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.060000000000000005
0x0e87a33b28f23588a752e43dacb5d97453134386,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.060000000000000005
0x0e9b85b830f694f8a792ba721dffe06c7e256588,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0eb21ed8543789c79bed81d85b13ea31e7ac805b,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0eb7e34f2c2be8af190c6bd56fd67e68e1c2200f,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0ec364efccb98ed3656c280a816631c1663ef0ba,0xd9c4475e2dd89a9a0ad0c1e9a1e1bb28df7ba298,0.01
0x0ed24e51a0a342150fb3ac6bbe1ae50ca986bba7,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0ed24e51a0a342150fb3ac6bbe1ae50ca986bba7,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.060000000000000005
0x0ee95b599c3388d19bdd5fb143d96c47ca57c7ec,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.05
0x0eeb4dd1b3fe9bd8e7cdf9781a3213b5956fd906,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0eef1558c2514b96a13bdb3fa47ac8d37f7a65be,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.060000000000000005
0x0eef9ff29a845403dc29ed4501ccffe406a16728,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0f045a0d77d24c326316e0315354e7df28b4ac50,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0f045a0d77d24c326316e0315354e7df28b4ac50,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.05
0x0f0eae91990140c560d4156db4f00c854dc8f09e,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0f1020dd3bf19518cb836b6107403ab19d3c4edf,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x0f25809d8e83abc5ff0f4ceb8a8c39c79746d0b6,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0f45156f109e474295913d78036fa213b1745d5a,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0f48669b1681d41357eac232f516b77d0c10f0f1,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x0f8f024ba552bc84873a1ef69dcb1cad73445e85,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x0fd3e2c50ee69fd59e3ad545fc07587adb6fb39e,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x10256d931dd2bf74826cfd90b665c836381086be,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x102a618b36c32b338c03526255dcf2a39eb1897f,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x105e025b92fafd3aaa39f45a14d84b29849e779f,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x105e025b92fafd3aaa39f45a14d84b29849e779f,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x10d2d6afbaeafb820051ce8fa4201a1a0d54dc3d,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x10db59a2d505885243d445d856bb90f2b4b9a693,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x10e5fdfc4f07b9747a99aa2aa0e154011c84a9c2,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x10f5d45854e038071485ac9e402308cf80d2d2fe,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x10f5d45854e038071485ac9e402308cf80d2d2fe,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.25
0x1104ba29ed2b40d1f97fb9c2f50a9c876444a10c,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.1
0x11051d33685f661c2f8a48465b77ec0a2fe7a51d,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x1109297e392d92c1613fdbdf30579a0215c20da9,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x1164fe7a76d22eaa66f6a0adce3e3a30d9957a5f,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.9354000000000001
0x1180eaef1d6c06b396f676aeb569a66f5c5dee57,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x118abd3f43d1a1724dd5d30ccaa6eb0e39913262,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x11ae60b9f14c516b9c1a7250c79397e29d09ec57,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.2
0x11b4e83bc3e9605f03e2a4c34bd09567be5aebbe,0xabaf40768e575beb3244df2853a0505cb2d2e4bb,0.15
0x11d7b3f5e759e1f73bad42fa22ef95e64384efac,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x11eb0408e24e3587125459391bbffda4808a5afd,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x1200eb4fa3df9903fc6eff1d7a4a5d17502329b2,0x5e349eca2dc61abcd9dd99ce94d04136151a09ee,0.01
0x1200eb4fa3df9903fc6eff1d7a4a5d17502329b2,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.21000000000000002
0x124d05e1cf1316141463224e3b9a9592044ee325,0x84da37133a088fbf4e21d80aec2cc260b52ea116,0.01
0x1263a91edb1263d7b18cb0df12e39bdbb22f5e7c,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x12669fb6daee5d1948e81542e9954a3bb992b009,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x128e5625e15fdba91d6ccb1abdfdc62b5d152b4f,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x1297ad486549a430d59d9d5f99ed7c216b6e77dd,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x12b6e121cf45e03f100c296a4ee2e12c2d53df72,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.2
0x12f03bda706f0af19e9ec9b28af318fa5c5a516e,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x134f21d99963eb84e1d80b0d8c565312dcc1a172,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x1350f912f00f09b8fbbfd71ac73a286c0cd814c6,0x320562f05baeeed8aa76a0110008bf0c8c156a8f,0.1
0x135c21b2da426760718e39da954974c4572ae9f6,0xabaf40768e575beb3244df2853a0505cb2d2e4bb,0.15
0x1374376a0aac0d54b5f19ce0b7ed32be2d03c9cd,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x137882fabd293cd7b20d074feee48bbeb97f6ee5,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.13
0x13880821e1d2453e77bcce113700765c65a0df90,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x138dd537d56f2f2761a6fc0a2a0ace67d55480fe,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x13975117e55160d6b30c34f02ae8d338fc4f951f,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x13aff6b6d6ad092e8d552af8fbde6203770ad0eb,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x13df035952316f5fb663c262064ee39e44aa6b43,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x13ebd3443fa5575f0eb173e323d8419f7452cfb1,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x13ebd3443fa5575f0eb173e323d8419f7452cfb1,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.1
0x140f717ba0cf50785e2ab3b7f5faedeb32605ac1,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x141721f4d7fd95541396e74266ff272502ec8899,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x14559df3fbe66cab6f893d8dd53f7bfe68de9c65,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x146c8271493ba3b2660e8686a037feaad35e4fb7,0xabaf40768e575beb3244df2853a0505cb2d2e4bb,0.15
0x14de2c6b28e0c4a06e140e7c91604faeeea350af,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x14e495f1c792185c4491b2317a02f3c3c6775c82,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x14edc14b3886b2c8068bdef3fb8c05bf07a21c2c,0xabaf40768e575beb3244df2853a0505cb2d2e4bb,0.15
0x154b4d96c18948e3b18802f10e335dea7c10644c,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.4677
0x1563547dd0c62a802779bf55af1184e65bb1a6e5,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x156f93bd27507be62728c1dfecd945ca6500753a,0x5e349eca2dc61abcd9dd99ce94d04136151a09ee,0.01
0x16174273b883ec5b2ad3bd9aeea08e67a2711d0d,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x16174273b883ec5b2ad3bd9aeea08e67a2711d0d,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.1
0x16224283be3f7c0245d9d259ea82ead7fcb8343d,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x1669efe64f446186ae7ae2b4dac0924c7a257fea,0x2bd5d2e3d5852ad9960638083cb7c9f493e7a597,0.005
0x167539702b5501aadd9b0b85e53532fd57cc71a9,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x167539702b5501aadd9b0b85e53532fd57cc71a9,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.22000000000000003
0x168000031cddb74f1b28a9085b2931b097171aa6,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x16bd8953729774c820d8cc2c9caf7ae332b5fb65,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x16e648667b6bb4c7e572f5cf71874f7dd047da8d,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.060000000000000005
0x16f530a535123cfc13a98ef5c85fd14857960eed,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.02
0x16ffe3938b69132c72a5b0250708792db72971b4,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x1702eb6970d99092c137862c9106ba48966d2330,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x173d0fdd71d442e35879b7cf4ff4e966abd9d19c,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x17484a7e1f2b23b0876369c9009459499c61abfd,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.3118
0x17484a7e1f2b23b0876369c9009459499c61abfd,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.15000000000000002
0x176b8c8dd7657a011fcac694364e69cf011980e9,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x176b8c8dd7657a011fcac694364e69cf011980e9,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x177821cbe97b3eb0a20de1fd534bc7160cbcd76e,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x178e9ff3105bdb55371edef50c981ea8addcb23b,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x17b7163e708a06de4dda746266277470dd42c53f,0x7fdca0a469ea8b50b92322afc0215b67d56a5e9a,0.01
0x17d0be8ca61077871da5d86566d43ee10afde9ee,0x7fdca0a469ea8b50b92322afc0215b67d56a5e9a,0.01
0x17dfd18987b6b131686fea478600b75d11193335,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x17e017a0f3f9eee8e4bbdee0053a16aa04e68d9e,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x17e33637f6b64e9082ea499481b6e6ebae7eea23,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x17e33637f6b64e9082ea499481b6e6ebae7eea23,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.21000000000000002
0x17efc6132f201d45522df36cc1edabcd138f9edc,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x182ab91cede43208251095c4af2aba1f2bde72a9,0x25cbcfa16e43e58517f80d583087ea89241293e6,0.05
0x184c7e34b75e3a0c5b996917319d9a083de621e9,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x18625142e5e576c524329b2568884099e4d9cac1,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x18625142e5e576c524329b2568884099e4d9cac1,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.060000000000000005
0x186e740369d5790ce22986711e941f51dcad5090,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x187089b33e5812310ed32a57f53b3fad0383a19d,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x1892b15cece1471494af00e7552693f3facc8ec8,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x1894bddd8276b3eef4aea248023941af4da45c59,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x18ae9fc06bed0637b1d46063d6b7af1a4f97b02c,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x18b24cf58dd392b9dad6ede481300d33309f3595,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
