contributor,contribution,contract_address,creator
\xa66e02ad85461dbcb2800ccb8634f07c7497b9f2,0.01500000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\xdafa9e3dae493f0b9d6872eff4fda0f40d1b7488,0.02000000000000000000,\x41ed7d49292b8fbf9b9311c1cb4d6eb877646c58,
\xbebfdb034d16327ca2f79f0c7406389c97bbe050,0.05000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\x66da63b03feca7dd44a5bb023bb3645d3252fa32,0.40000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\x54becc7560a7be76d72ed76a1f5fee6c5a2a7ab6,0.01000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\x942cbea64876ff0b2e23c0712b37dc0091804e9c,0.20000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\x8a333a18b924554d6e83ef9e9944de6260f61d3b,0.50000000000000000000,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,\xf7f52dd34bc21eda08c0b804c7c1dbc48375820f
\x6e3c9dfe5413a98720e29f8245c63064f8687492,0.01000000000000000000,\x85625b4983e6a54eda7e237f1a64e0cfb4408c6d,\x2ae8c972fb2e6c00dded8986e2dc672ed190da06
\xc3edcbe0f93a6258c3933e86ffaa3bcf12f8d695,0.02000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\x48c3932347586d9354553c3a4ee76858e34d0cac,0.10000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0.10000000000000000000,\x54f35d2852e08fe7bfc23e1053fd0ef444a05501,\x6c70e5fc4e4926cd836a6f8b0645aa1a077fa605
\xa6f559dbfaf97b62e2e1e0facf29c9dfaf620ec3,0.01000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\x5743e4384d2144b7c3f395e66d70d284b60e081c,0.10000000000000000000,\x85625b4983e6a54eda7e237f1a64e0cfb4408c6d,\x2ae8c972fb2e6c00dded8986e2dc672ed190da06
\xca3598a35996521ed401241520364417dafd4aef,0.01000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\x072938db4dd5c5f25b77d11fbecdb35a0f14e022,0.02000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\xd61daebc28274d1feaaf51f11179cd264e4105fb,0.01000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\x909250eceed5e9b66fc6e973176b9ef4a657cd12,0.01000000000000000000,\x41ed7d49292b8fbf9b9311c1cb4d6eb877646c58,
\xac34ddac0eeb486b28186cfb81cfdcd3d3ced58c,0.02000000000000000000,\x85625b4983e6a54eda7e237f1a64e0cfb4408c6d,\x2ae8c972fb2e6c00dded8986e2dc672ed190da06
\x8adc376f33fd467fdf3293df4eae7de6fd5ccaf1,0.10000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\xb0d40b9bc81d5ba2600cd73e2d6878e04ae20bbb,0.00800000000000000000,\x22ffc1e1ab8e8ee937fe05a4cbe45ed0636e47fb,\xc46e9a66fddc8d1a69529d86e668236f02957f1b
\xad1b4d6d80aea57c966d9751a5fe2c60a0469f60,0.10000000000000000000,\x54f35d2852e08fe7bfc23e1053fd0ef444a05501,\x6c70e5fc4e4926cd836a6f8b0645aa1a077fa605
\x72c7f49ae7b664cc09f6891b68eedb08aa2fc15b,0.01000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\x9f3ab3265ba7b7c1de7d3d7c9a6a06e63d30ccb8,0.50000000000000000000,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,\xf7f52dd34bc21eda08c0b804c7c1dbc48375820f
\x2e419a06feb47d5f640636a55a814757fa10edf9,0.50000000000000000000,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,\xf7f52dd34bc21eda08c0b804c7c1dbc48375820f
\x8f82da4f86d930163cc1f413a7c33738d847da25,0.01000000000000000000,\x22ffc1e1ab8e8ee937fe05a4cbe45ed0636e47fb,\xc46e9a66fddc8d1a69529d86e668236f02957f1b
\xb9f5039273a63275d2f15e3c970bdbfcf47d0a5f,0.10000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\x089ba0bc08dcf2d52d3aa7edd9a4ac960faabe9e,0.02000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\xa4b321b3458673dc34620e355185813c1d415ff0,2.0000000000000000,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,\xf7f52dd34bc21eda08c0b804c7c1dbc48375820f
\x8dba1c16e399d0ad2cf1dca523049c83dade20c5,0.01000000000000000000,\x22ffc1e1ab8e8ee937fe05a4cbe45ed0636e47fb,\xc46e9a66fddc8d1a69529d86e668236f02957f1b
\xeb54d707252ee9e26e6a4073680bf71154ce7ab5,0.60000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\x22ca464d6bc50bdda50c1faee81e8b934f3c762c,0.01000000000000000000,\x22ffc1e1ab8e8ee937fe05a4cbe45ed0636e47fb,\xc46e9a66fddc8d1a69529d86e668236f02957f1b
\x28d804bf2212e220bc2b7b6252993db8286df07f,0.05000000000000000000,\x54f35d2852e08fe7bfc23e1053fd0ef444a05501,\x6c70e5fc4e4926cd836a6f8b0645aa1a077fa605
\xd8b3affa8747b9aea0f60ff97d7797942276fcda,0.01000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\xbc62985faabed27a8f174cbd5ea1ee7b1ed8fc12,0.10000000000000000000,\x41ed7d49292b8fbf9b9311c1cb4d6eb877646c58,
\x0d610b788a324d3372641a9b7f1ee9f42e83f73c,1.00000000000000000000,\x22ffc1e1ab8e8ee937fe05a4cbe45ed0636e47fb,\xc46e9a66fddc8d1a69529d86e668236f02957f1b
\xd1d43e08815a1806881454812cb26fe689205682,0.00500000000000000000,\x2a8aed75c4230629112f9ba26070741500d0c02c,\x942cbea64876ff0b2e23c0712b37dc0091804e9c
\xb12a7b34283291989e8d9ac0f25f676fbce47ea3,0.20000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\x4f0c041455305a177c1699501e8c3c1eeec5aa7e,0.20000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\x18c8df1fb7fb44549f90d1c2bb1dc8b690cd0559,0.02000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\xf296178d553c8ec21a2fbd2c5dda8ca9ac905a00,1.00000000000000000000,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,\xf7f52dd34bc21eda08c0b804c7c1dbc48375820f
\xbe40dcadb6bf4de1c7810eca3504e5f3bea9cf35,0.40000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\x38abcd2c90cc76059308221ee678ca23c4d20279,0.00100000000000000000,\x41ed7d49292b8fbf9b9311c1cb4d6eb877646c58,
\x64298a72f4e3e23387efc409fc424a3f17356fc4,0.20200000000000000000,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,\xf7f52dd34bc21eda08c0b804c7c1dbc48375820f
\x01c9ea664b6d06bc4609cec8e75dd600221e1c36,0.10000000000000000000,\x22ffc1e1ab8e8ee937fe05a4cbe45ed0636e47fb,\xc46e9a66fddc8d1a69529d86e668236f02957f1b
\xbe81cca2fc9f28e24ede0363ddfcdcba31ab1e3f,0.20000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\x47edbd307180556dbbeb5beabd8a40ac30520f57,0.10000000000000000000,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,\xf7f52dd34bc21eda08c0b804c7c1dbc48375820f
\x2bd5d2e3d5852ad9960638083cb7c9f493e7a597,0.01500000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\x808a2adbd0a3fc679e3f7cd18d4f579bfcaaec9c,0.10000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\xaed58605cf7d6a9396f7c0539d51df6763808208,2.0000000000000000,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,\xf7f52dd34bc21eda08c0b804c7c1dbc48375820f
\xef8d44e54d8be26a55a2b13e1e055019182b3824,0.02000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\x68f9d801c96ac6ccf562f3600cef77c4504449b6,2.0000000000000000,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,\xf7f52dd34bc21eda08c0b804c7c1dbc48375820f
\x7dda22f0410f232f956e31824f78fdd95fc0f7d1,0.20000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\x7137f0420565e1bcd6abec57e3c4aac05ddcad01,0.24400000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\xff37a713c920f6e94043d10c1230e30b13f4d500,0.13800000000000000000,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,\xf7f52dd34bc21eda08c0b804c7c1dbc48375820f
\x713f90407fc49f0bc59a6661c23fb67692a80e6d,0.05000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\xdc2ee21439a75a3794b8a1c7734548067ba2e6f7,0.10000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\x03942174b8e362d168e5c26d9b4339ab36d970b0,0.10000000000000000000,\x85625b4983e6a54eda7e237f1a64e0cfb4408c6d,\x2ae8c972fb2e6c00dded8986e2dc672ed190da06
\xe340b00b6b622c136ffa5cff130ec8edcddcb39d,0.05000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\xd61daebc28274d1feaaf51f11179cd264e4105fb,0.10000000000000000000,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,\xf7f52dd34bc21eda08c0b804c7c1dbc48375820f
\x66da63b03feca7dd44a5bb023bb3645d3252fa32,0.10000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\x9155f45c41607ea8aee3f173e383ac483d75192e,0.05000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\x88d01d4354da0d65c38b0196c4400525a5eebe17,0.11100000000000000000,\x22ffc1e1ab8e8ee937fe05a4cbe45ed0636e47fb,\xc46e9a66fddc8d1a69529d86e668236f02957f1b
\x57ec0e4444bd2a598c48989485592b4f48dba785,0.06000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\xf7b2c2eb58a5f801119df7e9bf9f9b66c62bb011,0.20000000000000000000,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,\xf7f52dd34bc21eda08c0b804c7c1dbc48375820f
\x44fd8c2bdb8d9115e32ce928b61353cef483c540,0.02000000000000000000,\x85625b4983e6a54eda7e237f1a64e0cfb4408c6d,\x2ae8c972fb2e6c00dded8986e2dc672ed190da06
\xbe40dcadb6bf4de1c7810eca3504e5f3bea9cf35,0.10000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\x4cbbfb3b4cf8dd252676e5b69c0730d5e5702713,0.03330000000000000000,\x22ffc1e1ab8e8ee937fe05a4cbe45ed0636e47fb,\xc46e9a66fddc8d1a69529d86e668236f02957f1b
\x2e419a06feb47d5f640636a55a814757fa10edf9,0.30000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\x48dbb9b7b562acf3c38e53deaff4686e24c3d85d,0.01000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\x94ea1fc190f440e8e109ca1ae8540a4efa1dcec5,0.08900000000000000000,\xb0c813151d18482a914a2b95b1a25d020532bb36,\x5e692fe3d06414d75380604ba202c7d5ed94f219
\x3a54c7e77b75f0d288e1bab7dfeec7684fc57246,0.20000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\x8de2b8f2b2e8a674c3dabb5e1255b5bbad7a63d0,2.0000000000000000,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,\xf7f52dd34bc21eda08c0b804c7c1dbc48375820f
\x53b33ab1325c2df7a48e21878ee9896263469ed9,0.02000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\x82f402847051bddaab0f5d4b481417281837c424,0.04000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\xe6c12d7755b8da3bb1aeeae2f798982dbea061c2,2.0000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\xd657860fc512ec2250a7385a353f599e3276fddb,0.08800000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\x51448923d8a215a5a8cd872a51f22c2f5c43b444,0.10000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\xaaba999423e939a67373e422dfabe088d5bc31a5,0.10000000000000000000,\x85625b4983e6a54eda7e237f1a64e0cfb4408c6d,\x2ae8c972fb2e6c00dded8986e2dc672ed190da06
\x17cd072cbd45031efc21da538c783e0ed3b25dcc,0.11100000000000000000,\xb0c813151d18482a914a2b95b1a25d020532bb36,\x5e692fe3d06414d75380604ba202c7d5ed94f219
\x35977cf9b9a753d11e043452418d01f37d93084e,0.50000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\xa5c3a513645a9a00cb561fed40438e9dfe0d6a69,2.0000000000000000,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,\xf7f52dd34bc21eda08c0b804c7c1dbc48375820f
\xd2b8395bd413be30a92f0fe575c2ff1043317ad6,0.44000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\xac34ddac0eeb486b28186cfb81cfdcd3d3ced58c,0.05000000000000000000,\x22ffc1e1ab8e8ee937fe05a4cbe45ed0636e47fb,\xc46e9a66fddc8d1a69529d86e668236f02957f1b
\x18be3712aa6c65b130835a5f1468d0ea69ce15ea,0.02000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\x6f1b12a415e035eebdc8559130ea8bdb96add48c,0.10000000000000000000,\x41ed7d49292b8fbf9b9311c1cb4d6eb877646c58,
\x942cbea64876ff0b2e23c0712b37dc0091804e9c,0.20000000000000000000,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,\xf7f52dd34bc21eda08c0b804c7c1dbc48375820f
\x87b080b40a8de306cbfa457f5e1ac3af847d436d,0.30000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\x18c8df1fb7fb44549f90d1c2bb1dc8b690cd0559,0.20000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\x942cbea64876ff0b2e23c0712b37dc0091804e9c,0.01000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\x16a1bf7aa0dca07c80760a39a2ed3030fc10c3bf,0.05000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\xa8c7372dc993d7510c9c45425807d463967cbb12,0.10000000000000000000,\x85625b4983e6a54eda7e237f1a64e0cfb4408c6d,\x2ae8c972fb2e6c00dded8986e2dc672ed190da06
\xedf17906f53ee6d05914aa2f6abeb74c1edc05ba,0.04000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\x3c2b4bdcd2f742c55186fc599cb733a127e2b8ab,2.0000000000000000,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,\xf7f52dd34bc21eda08c0b804c7c1dbc48375820f
\xbc3ed6b537f2980e66f396fe14210a56ba3f72c4,2.0000000000000000,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,\xf7f52dd34bc21eda08c0b804c7c1dbc48375820f
\xc3fdadbae46798cd8762185a09c5b672a7aa36bb,0.04000000000000000000,\x54f35d2852e08fe7bfc23e1053fd0ef444a05501,\x6c70e5fc4e4926cd836a6f8b0645aa1a077fa605
\xcbd2b6ff7d38c16115fee3f2d00e822ea30b307b,0.04000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\xc1e607b7730c43c8d15562ffa1ad27b4463dc4c4,0.50000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\x6f1b12a415e035eebdc8559130ea8bdb96add48c,0.20000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\x267a3195ea57ad38e65993dbcb9fbebf8995621d,0.10000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\xa9ad05b8a28d254a1f535ff96169343ab6dd0c43,0.11000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\x655a9189e1d6e0fffcfca2eb8f0cdace04a716a2,0.00300000000000000000,\x22ffc1e1ab8e8ee937fe05a4cbe45ed0636e47fb,\xc46e9a66fddc8d1a69529d86e668236f02957f1b
\x09d07aec655032f6d05482999b6b7f683e80568b,0.02560000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\x547f2b9f3c8c1bc4d284400d44cd8b9b22788d99,0.20000000000000000000,\xb0c813151d18482a914a2b95b1a25d020532bb36,\x5e692fe3d06414d75380604ba202c7d5ed94f219
\xb0623c91c65621df716ab8afe5f66656b21a9108,2.0000000000000000,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,\xf7f52dd34bc21eda08c0b804c7c1dbc48375820f
\x5507dbd48a5a5bace8a6030e878cc4e0af147c33,0.01000000000000000000,\x972fbe58d550f17ed723bc4bceb60163d45e46c1,\x3b3525f60eeea4a1ef554df5425912c2a532875d
\x909250eceed5e9b66fc6e973176b9ef4a657cd12,0.01000000000000000000,\x54f35d2852e08fe7bfc23e1053fd0ef444a05501,\x6c70e5fc4e4926cd836a6f8b0645aa1a077fa605
\x6f1b12a415e035eebdc8559130ea8bdb96add48c,0.10000000000000000000,\x85625b4983e6a54eda7e237f1a64e0cfb4408c6d,\x2ae8c972fb2e6c00dded8986e2dc672ed190da06
\x77cf3aea4db8522aba72bc116cac550707c57d2e,0.01000000000000000000,\x22ffc1e1ab8e8ee937fe05a4cbe45ed0636e47fb,\xc46e9a66fddc8d1a69529d86e668236f02957f1b
\xb19328e83e9de535867fc7b260c100f197c05029,0.04000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\x174d123ce1ef00eebf1026fbf061a7a58a928def,2.0000000000000000,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,\xf7f52dd34bc21eda08c0b804c7c1dbc48375820f
\x7721f140c2968d5c639a9b40a1e6ca48a9b7c41d,0.04000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\x323794c012df58d68843d745c75ea536d870c7da,0.20000000000000000000,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,\xf7f52dd34bc21eda08c0b804c7c1dbc48375820f
\x2bd5d2e3d5852ad9960638083cb7c9f493e7a597,0.22000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\x10d6d2e343281d388291a3e02f3293aaeda67178,0.10000000000000000000,\x41ed7d49292b8fbf9b9311c1cb4d6eb877646c58,
\xe62d071ea99a63798fec7222c483c53e87f2a32e,1.00000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
\x57335b836e34133e382ceed050e5d54b490631e1,0.10000000000000000000,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,\x8dca852d10c3cfccb88584281ec1ef2d335253fd
