day,buyer,contribution,creator,contract_address,product_type
2021-05-05T00:00:00+00:00,\x68f9d801c96ac6ccf562f3600cef77c4504449b6,1.00000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\x751ff169fa139ab1a90a4acb2180bbf7531e34f1,0.06900000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\x7800be67f419f0fdabefb6021b02b09fefea2500,1.00000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\x808a2adbd0a3fc679e3f7cd18d4f579bfcaaec9c,1.00000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\x88d01d4354da0d65c38b0196c4400525a5eebe17,0.42000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\x8a333a18b924554d6e83ef9e9944de6260f61d3b,0.25000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\x8be3fd8a423c38131aae0330b20ceec425e0e50e,1.00000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\x8de2b8f2b2e8a674c3dabb5e1255b5bbad7a63d0,1.00000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\x942cbea64876ff0b2e23c0712b37dc0091804e9c,0.10000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\x9c159121ceebf937e9bad98fd0c895d7f6038bd4,1.00000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\x9f3ab3265ba7b7c1de7d3d7c9a6a06e63d30ccb8,0.25000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\xa4b321b3458673dc34620e355185813c1d415ff0,1.00000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\xa5c3a513645a9a00cb561fed40438e9dfe0d6a69,1.00000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\xa5e1c37ad90baacb791cfa18506224d7c50f1619,0.05000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\xa8a33539960ef4779cb0eceded8002c1ecd40582,0.50000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\xaed58605cf7d6a9396f7c0539d51df6763808208,1.00000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\xb0623c91c65621df716ab8afe5f66656b21a9108,1.00000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\xbc3ed6b537f2980e66f396fe14210a56ba3f72c4,1.00000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\xc4d7634c6a7f9316f7b2ef8f2c34ed0caa30b9b6,0.01000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\xc63a26a74326076feb89040586ffcdced3b42bf5,0.10000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\xc8f8e2f59dd95ff67c3d39109eca2e2a017d4c8a,1.00000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\xcc65fa278b917042822538c44ba10ad646824026,0.12000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\xd239febd25f7318ea099e1b4eb2c2ac9e1a0f787,0.10000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\xd3e9d60e4e4de615124d5239219f32946d10151d,0.26300000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\xd61daebc28274d1feaaf51f11179cd264e4105fb,0.05000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\xe340b00b6b622c136ffa5cff130ec8edcddcb39d,0.15000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\xe7925d190aea9279400cd9a005e33ceb9389cc2b,1.00000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\xe7bd51dc30d4bdc9fddd42ea7c0a283590c9d416,0.06900000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\xf296178d553c8ec21a2fbd2c5dda8ca9ac905a00,0.50000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\xf7b2c2eb58a5f801119df7e9bf9f9b66c62bb011,0.10000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\xfc16b6fca8142dc58c8f2b61e40ee13960d3f0c6,0.25000000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-05T00:00:00+00:00,\xff37a713c920f6e94043d10c1230e30b13f4d500,0.06900000000000000000,\x3527a204a5260a0e36ca695312379370328e4e6c,\x402eb84d9cb2d6cf66bde9b46d7277d3f4a16b54,crowdfund
2021-05-10T00:00:00+00:00,\x17cd072cbd45031efc21da538c783e0ed3b25dcc,0.11100000000000000000,\x5e692fe3d06414d75380604ba202c7d5ed94f219,\xb0c813151d18482a914a2b95b1a25d020532bb36,crowdfund
2021-05-11T00:00:00+00:00,\x03942174b8e362d168e5c26d9b4339ab36d970b0,0.20000000000000000000,\x5e692fe3d06414d75380604ba202c7d5ed94f219,\xb0c813151d18482a914a2b95b1a25d020532bb36,crowdfund
2021-05-11T00:00:00+00:00,\x547f2b9f3c8c1bc4d284400d44cd8b9b22788d99,0.20000000000000000000,\x5e692fe3d06414d75380604ba202c7d5ed94f219,\xb0c813151d18482a914a2b95b1a25d020532bb36,crowdfund
2021-05-11T00:00:00+00:00,\x94ea1fc190f440e8e109ca1ae8540a4efa1dcec5,0.08900000000000000000,\x5e692fe3d06414d75380604ba202c7d5ed94f219,\xb0c813151d18482a914a2b95b1a25d020532bb36,crowdfund
2021-05-11T00:00:00+00:00,\xeb95ff72eab9e8d8fdb545fe15587accf410b42e,0.20000000000000000000,\x5e692fe3d06414d75380604ba202c7d5ed94f219,\xb0c813151d18482a914a2b95b1a25d020532bb36,crowdfund
2021-05-11T00:00:00+00:00,\xf89d2cb67055ecbbcc21c0caeb1610b9f6e5003b,0.20000000000000000000,\x5e692fe3d06414d75380604ba202c7d5ed94f219,\xb0c813151d18482a914a2b95b1a25d020532bb36,crowdfund
2021-05-17T00:00:00+00:00,\x224e69025a2f705c8f31efb6694398f8fd09ac5c,0.02300000000000000000,\x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,\x41ed7d49292b8fbf9b9311c1cb4d6eb877646c58,crowdfund
2021-05-17T00:00:00+00:00,\x3070f20f86fda706ac380f5060d256028a46ec29,0.05000000000000000000,\x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,\x41ed7d49292b8fbf9b9311c1cb4d6eb877646c58,crowdfund
2021-05-17T00:00:00+00:00,\x30e838d51c61811d382962b4e0699715462dcde1,0.01000000000000000000,\x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,\x41ed7d49292b8fbf9b9311c1cb4d6eb877646c58,crowdfund
2021-05-17T00:00:00+00:00,\x3b3525f60eeea4a1ef554df5425912c2a532875d,0.02000000000000000000,\x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,\x41ed7d49292b8fbf9b9311c1cb4d6eb877646c58,crowdfund
2021-05-17T00:00:00+00:00,\x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,0.20000000000000000000,\x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,\x41ed7d49292b8fbf9b9311c1cb4d6eb877646c58,crowdfund
2021-05-17T00:00:00+00:00,\x5507dbd48a5a5bace8a6030e878cc4e0af147c33,0.10000000000000000000,\x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,\x41ed7d49292b8fbf9b9311c1cb4d6eb877646c58,crowdfund
2021-05-17T00:00:00+00:00,\x5ba02f4ff6af1d9d2af8774d10fd32eb57d4e2e6,0.02000000000000000000,\x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,\x41ed7d49292b8fbf9b9311c1cb4d6eb877646c58,crowdfund
2021-05-17T00:00:00+00:00,\xdafa9e3dae493f0b9d6872eff4fda0f40d1b7488,0.02000000000000000000,\x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,\x41ed7d49292b8fbf9b9311c1cb4d6eb877646c58,crowdfund
2021-05-18T00:00:00+00:00,\x10d6d2e343281d388291a3e02f3293aaeda67178,0.10000000000000000000,\x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,\x41ed7d49292b8fbf9b9311c1cb4d6eb877646c58,crowdfund
2021-05-18T00:00:00+00:00,\x1e55c85801a2c4f0bec57c84742a8ef3d72de57b,0.04000000000000000000,\x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,\x41ed7d49292b8fbf9b9311c1cb4d6eb877646c58,crowdfund
2021-05-18T00:00:00+00:00,\x35d124ce28e92a7365ac428234a6c362eaea1845,0.10000000000000000000,\x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,\x41ed7d49292b8fbf9b9311c1cb4d6eb877646c58,crowdfund
2021-05-18T00:00:00+00:00,\x63b265d170f35d6bb724a6c00b4dcc822ea97867,0.02000000000000000000,\x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,\x41ed7d49292b8fbf9b9311c1cb4d6eb877646c58,crowdfund
2021-05-18T00:00:00+00:00,\x6f1b12a415e035eebdc8559130ea8bdb96add48c,0.10000000000000000000,\x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,\x41ed7d49292b8fbf9b9311c1cb4d6eb877646c58,crowdfund
2021-05-18T00:00:00+00:00,\x909250eceed5e9b66fc6e973176b9ef4a657cd12,0.01000000000000000000,\x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,\x41ed7d49292b8fbf9b9311c1cb4d6eb877646c58,crowdfund
2021-05-18T00:00:00+00:00,\xa2fe1d4145443ebc027f15c9f7ca27f7e9fd5f33,0.00400000000000000000,\x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,\x41ed7d49292b8fbf9b9311c1cb4d6eb877646c58,crowdfund
2021-05-18T00:00:00+00:00,\xf503017d7baf7fbc0fff7492b751025c6a78179b,0.10000000000000000000,\x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,\x41ed7d49292b8fbf9b9311c1cb4d6eb877646c58,crowdfund
2021-05-20T00:00:00+00:00,\xbc62985faabed27a8f174cbd5ea1ee7b1ed8fc12,0.10000000000000000000,\x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,\x41ed7d49292b8fbf9b9311c1cb4d6eb877646c58,crowdfund
2021-05-25T00:00:00+00:00,\x06e44e41db9add473aadf75c1c9eadf3cf5b74c9,0.00314159265359000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\x25e68963bb5d9c8e35850d2db6ae7def8022dddc,0.01000000000000000000,\xc46e9a66fddc8d1a69529d86e668236f02957f1b,\x22ffc1e1ab8e8ee937fe05a4cbe45ed0636e47fb,crowdfund
2021-05-25T00:00:00+00:00,\x2e998ea60f0c6e3aad71b4f56847e1b5e4658786,0.10000000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\x345122f6513329d169cff39ace8978edc3942b5d,0.04000000000000000000,\xc46e9a66fddc8d1a69529d86e668236f02957f1b,\x22ffc1e1ab8e8ee937fe05a4cbe45ed0636e47fb,crowdfund
2021-05-25T00:00:00+00:00,\x4238245844818d1b7f36174cd7641938a3a0f7ea,0.03900000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\x445d959751d21b6a460b30d0cd0c88ce63b01847,0.02000000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\x4defa30195094963cfac7285d8d6e6e523c7f90d,0.25000000000000000000,\xc46e9a66fddc8d1a69529d86e668236f02957f1b,\x22ffc1e1ab8e8ee937fe05a4cbe45ed0636e47fb,crowdfund
2021-05-25T00:00:00+00:00,\x5090c4fead5be112b643bc75d61bf42339675448,0.18000000000000000000,\xc46e9a66fddc8d1a69529d86e668236f02957f1b,\x22ffc1e1ab8e8ee937fe05a4cbe45ed0636e47fb,crowdfund
2021-05-25T00:00:00+00:00,\x5090c4fead5be112b643bc75d61bf42339675448,0.18000000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\x50f470c2f7511a59a5e6f5868f3df88ea8c1232e,0.03300000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\x601729acddb9e966822a90de235d494647691f1d,0.10000000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\x66da63b03feca7dd44a5bb023bb3645d3252fa32,0.20000000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\x682c23025534a089f51123e2773cd2d1811fbb52,0.02500000000000000000,\xc46e9a66fddc8d1a69529d86e668236f02957f1b,\x22ffc1e1ab8e8ee937fe05a4cbe45ed0636e47fb,crowdfund
2021-05-25T00:00:00+00:00,\x6ccef09f9a03658d19fc9bc1680dfc0feb084899,0.09000000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\x6f1b12a415e035eebdc8559130ea8bdb96add48c,0.10000000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\x7721f140c2968d5c639a9b40a1e6ca48a9b7c41d,0.02000000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\x7dda22f0410f232f956e31824f78fdd95fc0f7d1,0.10000000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\x7fdca0a469ea8b50b92322afc0215b67d56a5e9a,0.10000000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\x88d01d4354da0d65c38b0196c4400525a5eebe17,0.11100000000000000000,\xc46e9a66fddc8d1a69529d86e668236f02957f1b,\x22ffc1e1ab8e8ee937fe05a4cbe45ed0636e47fb,crowdfund
2021-05-25T00:00:00+00:00,\x88d01d4354da0d65c38b0196c4400525a5eebe17,1.1110000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\x8f942eced007bd3976927b7958b50df126feecb5,0.11000000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\x942cbea64876ff0b2e23c0712b37dc0091804e9c,0.10000000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\x9dff5d39dc4b758d8046c32c0f7544282bcb5e4d,0.04000000000000000000,\xc46e9a66fddc8d1a69529d86e668236f02957f1b,\x22ffc1e1ab8e8ee937fe05a4cbe45ed0636e47fb,crowdfund
2021-05-25T00:00:00+00:00,\x9fc3b33884e1d056a8ca979833d686abd267f9f8,0.05000000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\xa0eb90b7aac3f508abc5e21d87dca1c3f2129c77,0.05000000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\xb00f41cb3fe1fe17c26136b49cc156f75547f552,0.10000000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\xb12a7b34283291989e8d9ac0f25f676fbce47ea3,0.10000000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\xb19328e83e9de535867fc7b260c100f197c05029,0.02000000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\xb683a2056526162c4771d363204af41ea8c1ec52,0.25000000000000000000,\xc46e9a66fddc8d1a69529d86e668236f02957f1b,\x22ffc1e1ab8e8ee937fe05a4cbe45ed0636e47fb,crowdfund
2021-05-25T00:00:00+00:00,\xb683a2056526162c4771d363204af41ea8c1ec52,0.20000000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\xbd35204de6fffe9f9f6601b1d90e003f764604c9,0.25000000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\xbe81cca2fc9f28e24ede0363ddfcdcba31ab1e3f,0.10000000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\xbec26ffa12c90217943d1b2958f60a821ae6e549,0.50000000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\xc31d78af086b9212ca55b39563a8a91524f36d71,0.12500000000000000000,\xc46e9a66fddc8d1a69529d86e668236f02957f1b,\x22ffc1e1ab8e8ee937fe05a4cbe45ed0636e47fb,crowdfund
2021-05-25T00:00:00+00:00,\xc7a0d765c3af6e2710ba05a56c5e2ca190c2e11e,0.10000000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
2021-05-25T00:00:00+00:00,\xd2b8395bd413be30a92f0fe575c2ff1043317ad6,0.22000000000000000000,\xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,\x94515e4f6fabad73c8bcdd8cd42f0b5c037e2c49,crowdfund
