,source,AU_value,CF_contribution,ED_purchaseValue,SP_value,Votes,mentions,twitter,betweenness,created,unique_contributed,votes_before,did_bid,total_contributions,did_contribute,did_create,actual_airdrop,betweenness_level
11,0x00b043f0eeb912633715f3b01af922cc63b095a7,0.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,1,0.2,2.5,0.0,0.003333333333333333,low
12,0x00c62fb0ed991c19edffedf58136f42d188c3cf2,0.0,0.02,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,0.02,2.5,0.0,0.0003333333333333334,low
13,0x00de4b13153673bcae2616b67bf822500d325fc3,0.0,0.0,0.0,0.0,0.0,228.0,owocki,0.022837591261503,0.0,0.0,1000,0,0.0,0.0,0.0,2.045675182523006,low
14,0x00eac8989b2dd513d61ad1faa277da3ad1f5bd2c,0.0,0.0,0.11,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,0.11,2.5,0.0,0.0018333333333333333,low
15,0x00ef62c8a5faa61264bb35eaf522eabfdbd9a762,0.0,0.0,0.0,0.0,10.0,8.0,cryptoingenious,1.0068960398438596e-05,0.0,0.0,20,0,0.0,0.0,0.0,0.04000040275841593,low
16,0x00ff6b7d26407a46af2b631b4fa452a036d027e5,0.0,0.01,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,0.01,2.5,0.0,0.0001666666666666667,low
17,0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0.0,0.0,0.0,0.0,910.0,16.0,loftradio_,0.000145720409978,0.0,0.0,140,0,0.0,0.0,0.0,0.28004080171479384,low
18,0x011a991df27fb53637b7319d3a43e91b5da5b4e8,0.0,0.02,0.0,0.0,0.0,0.0,bryan_weis,0.0,0.0,0.06666666666666667,10,0,0.02,2.5,0.0,0.020333333333333335,low
19,0x01228d70a0980d85a103d9a753707104757f69bc,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,0.2,2.5,0.0,0.003333333333333333,low
20,0x012e168acb9fdc90a4ed9fd6ca2834d9bf5b579e,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,0.5,2.5,0.0,0.008333333333333333,low
21,0x013487daca45d3c6872c612415c3ab546f04eb32,0.0,0.0,0.0,0.0,10.0,1.0,_errrgh,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.04,low
22,0x01503dc708ce3c55017194847a07acb679d49f47,0.0,0.0,0.0,0.0,150.0,11.0,rattymouseman,6.597339672294474e-05,0.0,0.0,60,0,0.0,0.0,0.0,0.12000791680760675,low
23,0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,3.33333,0.0,0.0,0.0,0.0,68.0,thisisaito,0.0003440492281007,0.0,0.06666666666666667,1000,1,3.33333,2.5,0.0,2.056262712283093,low
24,0x0154d25120ed20a516fe43991702e7463c5a6f6e,0.0,1.0,0.06,0.0,0.0,0.0,0,0.000348637705,0.0,0.13333333333333333,0,0,1.06,2.5,0.0,0.03534565186557667,low
25,0x016c8780e5ccb32e5caa342a926794ce64d9c364,0.0,2.0,0.005,0.015,6150.0,67.0,_anishagnihotri,0.0061298703097041,0.0,0.2,1060,0,2.02,2.5,0.0,2.234614441957853,low
26,0x016dc4519cb2a100abb7fb5721d8aaa8b4682651,0.0,0.0,0.0,0.0,10.0,24.0,krunal56968936,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.04,low
27,0x0182d2cd01604728771c47730ecdcaecebd61dbe,0.0,0.0,0.0,0.0,10.0,2.0,zaddy_kenny,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.04,low
28,0x01956b22171782e8d7c47d7dc7ae371c24aeee30,0.0,0.0,0.0,0.0,10.0,18.0,matthewmanasse,0.0005318471323223,0.0,0.0,20,0,0.0,0.0,0.0,0.0400212738852929,low
29,0x01a1a79e83e26a9de566f65a1acdf02dec449d26,0.0,0.3,0.0,0.0,0.0,0.0,0,2.3721126766709924e-05,0.0,0.2,0,0,0.3,2.5,0.0,0.015000355816901503,low
30,0x01b7baa7baa864fef3cd1c7bc118cc97cedcb33f,0.0,0.0,0.0,0.0,20.0,163.0,gaby_goldberg,0.0018952041433513,0.0,0.0,1030,0,0.0,0.0,0.0,2.063904120535304,low
31,0x01c6248a9f95d59b4a30a2408f94d6e682094622,0.0,0.0,0.0,0.0,10.0,0.0,achenga11,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.04,low
32,0x01c9ea664b6d06bc4609cec8e75dd600221e1c36,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,0.1,2.5,0.0,0.0016666666666666666,low
33,0x01eacadf51ff60916157e32a58f640fe854e530f,0.0,0.1,0.0,0.0,0.0,0.0,cunninghamkaito,0.0001066020367207,0.0,0.06666666666666667,20,0,0.1,2.5,0.0,0.04167110841819669,low
34,0x01ebb058f926f9ecedc096fbb82e19305868b95f,0.0,1.0,0.0,0.0,0.0,0.0,ricocunhalay,0.0,0.0,0.06666666666666667,10,0,1.0,2.5,0.0,0.03666666666666667,low
35,0x01eeb3301dc4feb99eee0bf7d7fc9083da751bbf,0.0,0.0,0.0,0.0,10.0,5.0,lord_dubious,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.04,low
36,0x02007be784519bfe5cc3c4ed47dfd3fb323e8fb9,0.0,0.0,0.0,0.0,10.0,0.0,1shupikov,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.04,low
37,0x02079daf95770a42f1c9da79a09428918b1bd489,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,1.0,2.5,0.0,0.016666666666666666,low
38,0x020ca66c30bec2c4fe3861a94e4db4a498a35872,0.0,25.0,0.0,0.0,0.0,0.0,machibigbrother,0.0006152415903927,0.0,0.06666666666666667,10,0,25.0,2.5,0.0,0.4369353221611381,low
39,0x023df29a29797f379dc8d1046842a02a701855ca,0.0,0.0,0.0,0.0,10.0,3.0,me733bqr8rh7vuz,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.04,low
40,0x023f6a0a2311d3d7c94c67117d6be03100a56f08,0.0,0.0,0.0,0.0,10.0,18.0,max1mani,0.0001488341374746,0.0,0.0,20,0,0.0,0.0,0.0,0.04000595336549899,low
41,0x024d291757e06ddb4a456a8bdc0b2191fc0d6053,0.0,0.0,0.0,0.0,10.0,0.0,adamsjinom,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.04,low
42,0x024f36b02608a5129c61f8df54dc7286f9113dee,0.0,0.01,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,0.01,2.5,0.0,0.0001666666666666667,low
43,0x0251a655c2193b1d1435019dc833cfd8b2adff71,0.0,0.2,0.0,0.0,0.0,0.0,cafejerk,2.778264654943133e-05,0.0,0.13333333333333333,10,0,0.2,2.5,0.0,0.026667407537241315,low
44,0x025f34a94b7cb0e2749f190893f2c023ea2fc074,0.0,0.01,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,10,0,0.01,2.5,0.0,0.020166666666666666,low
45,0x02762f46ca68aa4cc667043e8a00d0bfa1786765,0.0,0.0,0.0,0.0,0.0,94.0,la__cuen,0.000526922431295,0.0,0.0,10,0,0.0,0.0,0.0,0.020010538448625898,low
46,0x0287ab3366d0391225acb5daf790742bcc036f4e,0.0,0.0,0.0,0.0,10.0,16.0,pawgsaveamerica,2.7860328464385352e-06,0.0,0.0,20,0,0.0,0.0,0.0,0.04000011144131386,low
47,0x02970c31a80f7c4b022cd30c6f9e6c1c5b6e5ef4,0.0,0.0,0.0,0.0,10.0,16.0,aviexk,2.190876755086549e-05,0.0,0.0,20,0,0.0,0.0,0.0,0.040000876350702035,low
48,0x029ee42d381c9809493f34095235843625e46676,0.0,0.08,0.0,0.0,0.0,0.0,levin_phil,2.562831509188541e-06,0.0,0.06666666666666667,10,0,0.08,2.5,0.0,0.021333388007072195,low
49,0x02a13938acd153c363dd8fb97bdc244aaba69eb1,0.0,0.0,0.0,0.0,0.0,4.0,sidibemi,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.04,low
50,0x02a6cb87a1f11406895ecf342c6c7d38cfef5cdf,0.0,1.0,0.0,0.0,0.0,0.0,jon_grinnell,0.0,0.0,0.06666666666666667,10,0,1.0,2.5,0.0,0.03666666666666667,low
51,0x02b7bedd462ee4b2cad803f19ac706fc2c2783aa,0.0,0.0,0.0,0.0,360.0,0.0,holdfurubang,4.732012479191287e-05,0.0,0.0,90,0,0.0,0.0,0.0,0.18000851762246253,low
52,0x02be804f3f2ce77bc981c544373d11a0668b6a31,0.0,0.0,0.15,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,0.15,2.5,0.0,0.0025,low
53,0x02ef5b8ff910854cd67d1e37295c4a99f8b15d4a,0.0,0.0,0.0,0.0,10.0,78.0,cryptoshav,2.7444917048847867e-05,0.0,0.0,20,0,0.0,0.0,0.0,0.04000109779668195,low
54,0x03369f6db2e2e77a2ef92b6295d6989cd68b8491,0.0,0.0,0.0,0.0,660.0,8.0,29942611amy,0.0010959743421949,0.0,0.0,130,0,0.0,0.0,0.0,0.2602849533289707,low
55,0x033813994ee06a6ddf7bdbebde4f0e2b372b2043,0.0,0.0,0.0,0.0,10.0,2.0,prophet54328537,0.0014246727034799,0.0,0.0,20,0,0.0,0.0,0.0,0.0400569869081392,low
56,0x033f5309d68fdc671bb1ed9174e4e1a96d5b9cb3,0.0,0.0,0.0,0.0,10.0,6.0,nnadozieukah,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.04,low
57,0x0342752d843f3e2972d99689fe1cb65530a723f2,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,1.0,2.5,0.0,0.016666666666666666,low
58,0x03530167d82136f1b571fc5632d6c86479803803,0.0,0.0,0.0,0.0,0.0,2.0,casparv,0.0,0.0,0.0,60,0,0.0,0.0,0.0,0.12,low
59,0x0356e97b39e5166ee35c4af8d71ec4464d587740,0.0,0.0,0.0,0.0,10.0,12.0,delight_rn,0.0003351178086534,0.0,0.0,20,0,0.0,0.0,0.0,0.04001340471234614,low
60,0x036e3972f2b499699414fe9476d496ca2f8c824b,0.0,0.025,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,0.025,2.5,0.0,0.00041666666666666664,low
61,0x037bcda961e94ff350e587ef342b15f6acaca9c0,0.0,0.0,0.0,0.0,10.0,0.0,ceng_rktiwari,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.04,low
62,0x0384a8772cec5af3e6b6004e5f1c82d021f1be77,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,1.0,2.5,0.0,0.016666666666666666,low
63,0x0389836416d1d46724f0913eeee42622950b20c1,0.0,1.0,0.0,0.0,0.0,0.0,anuhacks,0.0,0.0,0.06666666666666667,10,0,1.0,2.5,0.0,0.03666666666666667,low
64,0x038db6c62d0f072616e2b8db7d3d7cfc829f7f65,0.0,0.0,0.11,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,0.11,2.5,0.0,0.0018333333333333333,low
65,0x03942174b8e362d168e5c26d9b4339ab36d970b0,0.0,0.7999999999999999,0.01,0.0,8360.0,132.0,virtualelena,0.008124534271913,3.0,0.4,1090,0,0.8099999999999999,2.5,1.5,3.7915563733966646,low
66,0x039545a4ce4fbd6058761eae26bfca30f0a8abe0,0.0,0.0,0.0,0.0,10.0,43.0,babalolaayotund,0.0007107881407624,0.0,0.0,20,0,0.0,0.0,0.0,0.0400284315256305,low
67,0x039cc99733cc677682519715839efb046f2b459b,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,0.1,2.5,0.0,0.0016666666666666666,low
68,0x039d09db5f8f0e6066f681c0d73a1dbe1be899ae,0.0,0.0,0.0,0.0,10.0,16.0,riniset45717250,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.04,low
69,0x03a82eae5f760275bd0491aacbfe3e56ad0e3e15,0.0,0.0,0.0,0.0,10.0,0.0,bizflaws,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.04,low
70,0x03b0800d862a3ce40164c7159c7b54a276955039,0.0,0.0,0.0,0.0,10.0,5.0,n3viden,2.8313421710472243e-06,0.0,0.0,20,0,0.0,0.0,0.0,0.04000011325368684,low
71,0x03b79c0c1487a68aeabd9aa4ce779dad77855f52,0.0,1.0,0.0,0.0,2010.0,0.0,sinahab,0.0005752710217105,0.0,0.06666666666666667,1020,0,1.0,2.5,0.0,2.057849807401318,low
72,0x03c322db3f0d92ccdf6f8b6effd4031c94bed1ab,0.0,1.0,0.0,0.0,0.0,0.0,qaaj,0.0,0.0,0.06666666666666667,10,0,1.0,2.5,0.0,0.03666666666666667,low
73,0x03d1a11f5e98a02ecd31962dc787000451e0c1d2,0.0,0.001,0.0,0.0,0.0,0.0,agreenberg,0.0003927185798391,0.0,0.06666666666666667,10,0,0.001,2.5,0.0,0.020024527583573114,low
74,0x03e9206f2a1234fefad2c0b07a86b1e0f5cb8d0d,0.0,0.0,0.0,0.0,1000.0,114.0,cheriehu42,0.003162963464904,2.0,0.0,1010,0,0.0,0.0,1.5,3.531133631396462,low
75,0x03f9bb84628bd284686819a5ba7ab5c0193145e6,0.0,0.0,0.0,0.0,9.0,1.0,chenfuhong1,1.9564673726455e-05,0.0,0.0,20,0,0.0,0.0,0.0,0.04000078258694906,low
76,0x03fad797b9c3ab7aa687d5e7b115c239ec75b0e9,0.0,1.0,0.0,0.0,0.0,0.0,10xray,0.0,0.0,0.06666666666666667,10,0,1.0,2.5,0.0,0.03666666666666667,low
77,0x040cd5dd3647896b82e63677872bc69fc61b79cb,0.0,0.0,0.0,0.0,10.0,11.0,anomahchristian,4.319460383158056e-07,0.0,0.0,20,0,0.0,0.0,0.0,0.04000001727784153,low
78,0x043696de6164718bb89ae2dbf4310f237f1deb50,0.0,0.0,0.0,0.0,30.0,10.0,darenmatsuoka,1.4523854726340892e-06,0.0,0.0,30,0,0.0,0.0,0.0,0.06000008714312835,low
79,0x045c7ea70b3faec4b39b6f0c91e12cfd026acbfd,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,1.0,2.5,0.0,0.016666666666666666,low
80,0x04615a9d61b516fb8911c1856f1ec40ba9a10938,0.0,0.0,0.0,0.0,280.0,0.0,stronghdkg,5.3267905379473904e-05,0.0,0.0,80,0,0.0,0.0,0.0,0.16000852286486072,low
81,0x047539c024494821a2db758ee8e8054f63bba653,0.0,0.0,0.0,0.0,10.0,2.0,costco_cheng0,1.55972480134685e-06,0.0,0.0,20,0,0.0,0.0,0.0,0.04000006238899206,low
82,0x0482d6bf3b83470ee4ee87c20a98d38249138e1b,0.0,0.002,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,0.002,2.5,0.0,3.3333333333333335e-05,low
83,0x048dda49a50d7168749fe893ae1e2e37d448570e,0.0,0.0,0.0,0.0,10.0,6.0,jonewang7,8.638524441157281e-07,0.0,0.0,20,0,0.0,0.0,0.0,0.040000034554097764,low
84,0x049698295d31de54f94817d7ffd2f8a6ba1c2e58,0.0,0.0,0.0,0.0,1.0,0.0,btcusd250k,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.04,low
85,0x049808d5eaa90a2665b9703d2246dded34f1eb73,0.0,0.0,0.1,0.0,10.0,0.0,leopoldheg,0.0018691360526234,0.0,0.06666666666666667,20,0,0.1,2.5,0.0,0.041744547335525975,low
86,0x04a394d4c82161f49a3fbd3da31b8231797ef4b9,0.0,0.0,0.0,0.0,10.0,94.0,cramirez0426,2.879447889982437e-06,0.0,0.0,20,0,0.0,0.0,0.0,0.040000115177915595,low
87,0x04b01711e60e3a034841c1d2001f8c16ad266f91,0.0,0.0,0.0,0.0,10.0,13.0,tosho_love,3.7444390399707634e-08,0.0,0.0,20,0,0.0,0.0,0.0,0.04000000149777562,low
88,0x04b6867a08e81f2378959ba4b4f41eb086acaa74,0.0,0.0,0.12,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,0.12,2.5,0.0,0.002,low
89,0x04bfb0034f24e424489f566f32d1f57647469f9e,0.0,0.2,0.05,0.0,0.0,0.0,neokry_,2.123673602654598e-05,0.0,0.13333333333333333,10,0,0.25,2.5,0.0,0.02833393504085409,low
90,0x04c95c6f8ea7ff7c3f7a2f148fae75650c5a875e,0.0,0.6,0.01,0.0,0.0,0.0,jason17652409,0.0002692137750216,0.0,0.13333333333333333,10,0,0.61,2.5,0.0,0.040344191622259204,low
91,0x04d25fb9b9ab1c310a20c74012f31a98d8a3fb60,0.0,0.0,0.0,0.0,60.0,0.0,kchain18,0.0,0.0,0.0,50,0,0.0,0.0,0.0,0.1,low
92,0x04dcf5f5991f575aac67f2068a1392385a3080cb,0.0,0.0,0.0,0.0,14215.0,329.0,trent_vanepps,0.0067379642692546,0.0,0.0,1170,0,0.0,0.0,0.0,2.355766836390056,low
93,0x04e28930a2c3ba692fae79ab27f41fc397c9a33c,0.0,0.05,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,0.05,2.5,0.0,0.0008333333333333333,low
94,0x04f4f330e30123939a325d8b2c45e5d7531ed218,0.0,0.01,0.0,0.0,6.0,106.0,cheepo2109,2.506706835510558e-05,0.0,0.06666666666666667,20,0,0.01,2.5,0.0,0.040167673527245595,low
95,0x050ac21c63ee3edddbe27bdaa7a87b0c9f5fd75b,0.0,0.0,0.01,0.0,0.0,0.0,devklink,0.0,0.0,0.06666666666666667,10,0,0.01,2.5,0.0,0.020166666666666666,low
96,0x0513a59f35980866f62f493bd35e8d9cf703ee69,0.0,0.0,0.0,0.0,10.0,0.0,dimpallathar,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.04,low
97,0x0540d73b2e2ff1763c1487efef4bad5f2cfcab1e,0.0,0.0,0.0,0.0,150.0,0.0,drumcrate,0.0,0.0,0.0,60,0,0.0,0.0,0.0,0.12,low
98,0x054754781cdaaf033f150602cefd30f65611dfeb,0.0,0.0,0.0,0.0,40.0,0.0,everett_muzzy,4.2917864837309516e-08,0.0,0.0,40,0,0.0,0.0,0.0,0.08000000343342918,low
99,0x055018f0487dbf35f28894c4a2a2e35421b654a5,0.0,0.0,0.0,0.0,10.0,1.0,eedres,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.04,low
100,0x0569e70921c2296ac38355ef0fb4fa2a6327a5de,0.0,0.0,0.0,0.0,0.0,15.0,ekamma11,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.04,low
101,0x05758991abfde0a2f4404f2fe903116444369025,0.0,0.0,0.95,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,0.95,2.5,0.0,0.01583333333333333,low
102,0x057657f5ed3da2cbf7999a0179de227265f41b39,0.0,0.36,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,0.36,2.5,0.0,0.005999999999999999,low
103,0x057dc43af6187a931e78a56b3293912a5b42e5ec,0.0,0.0,0.0,0.0,30.0,104.0,hagoromo_crypto,0.0004735003904706,0.0,0.0,30,0,0.0,0.0,0.0,0.06002841002342823,low
104,0x057ee17c467852f4df0946fdcac72359d11eb555,0.0,0.1,0.0,0.0,0.0,0.0,yesichen_eth,0.0,0.0,0.06666666666666667,10,0,0.1,2.5,0.0,0.021666666666666667,low
105,0x05a1ff0a32bc24265bcb39499d0c5d9a6cb2011c,0.0,0.0,0.0,0.01,0.0,0.0,willyogo,0.0,0.0,0.06666666666666667,10,0,0.01,2.5,0.0,0.020166666666666666,low
106,0x05e59eddc513917d0cf1a720b9d759eb509cfbde,0.0,0.0,0.0,0.0,10.0,0.0,bitflaws,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.04,low
107,0x060253f772bb050ad5439e5c980356df02cf0725,0.0,0.0,0.0,0.0,0.0,28.0,amamujee,0.0005760844874269,0.0,0.0,20,0,0.0,0.0,0.0,0.04002304337949708,low
108,0x0614e07756390441cb246c886917487840e74f7d,0.0,0.0,0.04,0.0,0.0,0.0,erixink,0.0,0.0,0.06666666666666667,10,0,0.04,2.5,0.0,0.020666666666666667,low
109,0x0627567fd4e52340fe8d67d116fa3732163e2d70,0.0,0.0,0.0,0.0,10.0,0.0,780juju,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.04,low
110,0x0653f05d22e5fe46f15639616e3bfd51c9060214,0.0,0.2,0.005,0.0,6048.0,27.0,stephenpdiesel,0.0049070514480527,0.0,0.26666666666666666,1170,0,0.20500000000000002,2.5,0.0,2.3652162300915665,low
111,0x065527da1aace6d943b7b02924f4e407daff3661,0.0,0.0,0.0,0.0,10.0,82.0,topshelfrecords,0.0004788309047814,0.0,0.0,20,0,0.0,0.0,0.0,0.040019153236191256,low
112,0x065a09a6fa96fed27defec9099b00e3e9af99c10,0.0,0.0,0.01,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,0.01,2.5,0.0,0.0001666666666666667,low
113,0x066a2edcc0b7278a2cf5bf2a040b4a54a41a9550,0.0,1.0,0.0,0.0,0.0,0.0,5ic4lpa7h,0.0,0.0,0.06666666666666667,10,0,1.0,2.5,0.0,0.03666666666666667,low
114,0x0675d0c774f64df282c3d866978bc7c491e8019a,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,1.0,2.5,0.0,0.016666666666666666,low
115,0x067b9bbbbc42d2ab9b9ab6bb62646daf7f344a76,0.0,0.0,0.0,0.0,9570.0,205.0,lay2000lbs,0.0030185238339169,0.0,0.0,1110,0,0.0,0.0,0.0,2.2267011229112956,low
116,0x06c4865ab16c9c760622f19a313a2e637e2e66a2,0.0,0.005,0.0,0.0,0.0,0.0,benthamdaemon,0.0,0.0,0.06666666666666667,10,0,0.005,2.5,0.0,0.020083333333333335,low
117,0x06c8270541b2fb47a987b129a2eeea44287f70fe,0.0,0.025,0.0,0.0,0.0,0.0,trey_harnden,0.0,0.0,0.06666666666666667,10,0,0.025,2.5,0.0,0.020416666666666666,low
118,0x06e44e41db9add473aadf75c1c9eadf3cf5b74c9,0.0,0.00628318530718,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,0.00628318530718,2.5,0.0,0.00010471975511966668,low
119,0x06f77f6f447c02e05f63d7297137af05676ffbf4,0.0,0.0,0.0,0.0,10.0,1.0,qoded_q,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.04,low
120,0x0711063ce23599de7121f7312ea65b261bb634c9,0.0,0.0,0.0,0.0,10.0,0.0,stephan66284429,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.04,low
121,0x072213b5322bf1baa7a929f19c984b0642861d16,0.0,0.0,0.0,0.0,10.0,3.0,abuqasg,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.04,low
122,0x072938db4dd5c5f25b77d11fbecdb35a0f14e022,0.0,0.02,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,0.02,2.5,0.0,0.0003333333333333334,low
123,0x0738711f103185a92dc446ec4c1e2381787b1a46,0.0,0.0,0.0,0.0,10.0,0.0,cryptohunt0,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.04,low
124,0x075dceb6ffc8d9edacd7f449d00987d33b6ee138,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,1.0,2.5,0.0,0.016666666666666666,low
125,0x078e88e465f2a430399e319d57543a7a76e97668,0.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,5.0,2.5,0.0,0.08333333333333334,low
126,0x07a1f6fc89223c5ebd4e4ddae89ac97629856a0f,0.0,0.0,0.0,0.0,10.0,11.0,weishowlin,1.0485228537725652e-06,0.0,0.0,20,0,0.0,0.0,0.0,0.04000004194091416,low
127,0x07ab4529e88349b0256ad6054e03ae9ae24cdfb1,0.0,0.0,0.05,0.0,0.0,0.0,penxman,0.0,0.0,0.06666666666666667,10,0,0.05,2.5,0.0,0.020833333333333332,low
128,0x07b8eb605f02eda28a1b58c92892ca16bf9ff7c9,0.0,0.0,0.0,0.0,10.0,4.0,timbalabuch,0.0002422969328655,0.0,0.0,20,0,0.0,0.0,0.0,0.04000969187731462,low
129,0x07c9856e6d0cda3b7d76d2954b61d5462c7cc2c3,0.0,0.0,0.11,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,0.11,2.5,0.0,0.0018333333333333333,low
130,0x07cbd4e4473140b6078aa987907aaff5e500b9f1,0.0,1.51,0.06,0.0,0.0,0.0,0,0.000348637705,0.0,0.13333333333333333,0,0,1.57,2.5,0.0,0.05235157870656166,low
131,0x07cc65ec4de72fdf7d2b6c39fd80c4ea4706215b,0.0,111.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,111.1,2.5,0.0,1.8516666666666666,low
132,0x07cff6218249a2351a174bdc1e5b1632e8e4e673,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,0.0,0.06666666666666667,0,0,0.05,2.5,0.0,0.0008333333333333333,low
