,source,AU_value,CF_contribution,ED_purchaseValue,SP_value,Votes,mentions,twitter,betweenness,percentage_votes_used
52,0x016dc4519cb2a100abb7fb5721d8aaa8b4682651,0.0,0.0,0.0,0.0,10.0,24.0,krunal56968936,0.0,0.0526315789473684
53,0x0182d2cd01604728771c47730ecdcaecebd61dbe,0.0,0.0,0.0,0.0,10.0,0.0,zaddy_kenny,0.0,0.0526315789473684
54,0x018d005aa336d7138f4829bf3d0edb9fb462a9d8,0.0,0.0,0.0,0.0,0.0,17.0,sdand,0.0,0.0
55,0x019201bcd96f1b07f8f7fc6c22c36db3d95393b5,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
56,0x01956b22171782e8d7c47d7dc7ae371c24aeee30,0.0,0.0,0.0,0.0,10.0,13.0,matthewmanasse,0.0,0.0833333333333333
57,0x01a1a79e83e26a9de566f65a1acdf02dec449d26,0.0,0.2,0.0,0.0,0.0,0.0,rick_patd,0.0,0.0
58,0x01ad5b49849220e1e2ba7ed511e0f59efc47eb78,0.0,0.255,0.0,0.0,0.0,0.0,,0.0,0.0
59,0x01b2f8877f3e8f366ef4d4f48230949123733897,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
60,0x01b7baa7baa864fef3cd1c7bc118cc97cedcb33f,0.0,0.0,0.0,0.0,2070.0,188.0,gaby_goldberg,0.008042544045724959,0.0883227176220806
61,0x01bd8aac958c6e728557bcac756273ddd65bf19c,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
62,0x01c6248a9f95d59b4a30a2408f94d6e682094622,0.0,0.0,0.0,0.0,10.0,0.0,achenga11,0.0,0.0384615384615384
63,0x01c9ea664b6d06bc4609cec8e75dd600221e1c36,0.0,0.1,0.0,0.0,0.0,0.0,,0.0,0.0
64,0x01d07347ef0ca54bbf85f03611c93897c8e9d652,0.0,0.0,0.0,0.0,0.0,10.0,patfitzgerald01,0.0,0.0
65,0x01e1e503de638b9085d728b1d78357d7d2887290,0.0,0.0,0.0,0.0,0.0,10.0,rotimi_opeke,0.0,0.0
66,0x01e6b50557ef1a2ca58a621998ace3f278e808b8,0.0,0.0,0.0,0.0,0.0,20.0,tongnk,0.0,0.0
67,0x01eacadf51ff60916157e32a58f640fe854e530f,0.0,0.1,0.0,0.0,30.0,20.0,cunninghamkaito,3.8954516374660296e-05,0.375
68,0x01ebb058f926f9ecedc096fbb82e19305868b95f,0.0,1.0,0.0,0.0,0.0,0.0,ricocunhalay,0.0,0.0
69,0x01eeb3301dc4feb99eee0bf7d7fc9083da751bbf,0.0,0.0,0.0,0.0,10.0,0.0,lord_dubious,0.0,0.0384615384615384
70,0x02007be784519bfe5cc3c4ed47dfd3fb323e8fb9,0.0,0.0,0.0,0.0,10.0,0.0,1shupikov,0.0,0.0384615384615384
71,0x02079daf95770a42f1c9da79a09428918b1bd489,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0
72,0x020ca66c30bec2c4fe3861a94e4db4a498a35872,0.0,25.0,0.0,0.0,0.0,2.0,machibigbrother,0.0001940197443417793,0.0
73,0x020eb226e93362d1304bc97a3dd07231b1cdf097,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
74,0x022d55f510d3a376653c5e9948bf72dd130349c8,0.0,0.0,0.0,0.0,0.0,8.0,dolapzzzy,0.0,0.0
75,0x022e73a40f6a719bdde859620c1191fa3554be1d,0.0,0.0,0.0,0.02,0.0,0.0,nico_elzer,0.0,0.0
76,0x022f2649879fa6bb67acec95378bd383f0983b61,0.0,0.0,0.0,0.0,0.0,3.0,umcw,0.0,0.0
77,0x0230c6dd5db1d3f871386a3ce1a5a836b2590044,0.0,0.0,0.0,0.0,0.0,30.0,porobov_p,0.0006674966410898802,0.0
78,0x02347ae1abf2e0cd763a592842aa5d6548ca0b3d,0.0,0.20001,0.0,0.0,0.0,0.0,,0.0,0.0
79,0x023df29a29797f379dc8d1046842a02a701855ca,0.0,0.0,0.0,0.0,10.0,0.0,me733bqr8rh7vuz,0.0,0.0384615384615384
80,0x023f6a0a2311d3d7c94c67117d6be03100a56f08,0.0,0.0,0.0,0.0,10.0,0.0,max1mani,0.0,0.0526315789473684
81,0x024d291757e06ddb4a456a8bdc0b2191fc0d6053,0.0,0.0,0.0,0.0,10.0,0.0,adamsjinom,0.0,0.0526315789473684
82,0x024f36b02608a5129c61f8df54dc7286f9113dee,0.0,0.01,0.1559,0.0,0.0,0.0,,0.0,0.0
83,0x0251a655c2193b1d1435019dc833cfd8b2adff71,0.0,0.15000000000000002,0.01,0.0,0.0,42.0,cafejerk,0.0,0.0
84,0x025f34a94b7cb0e2749f190893f2c023ea2fc074,0.0,0.01,0.0,0.0,0.0,4.0,ellekaypark,0.0,0.0
85,0x0263d82a119a20f0a4992f11081b1b4746ca8c89,0.0,0.0,0.0,0.0,0.0,5.0,drewvolpe,0.0,0.0
86,0x027cae2ed1a23350a751452e907b4120330f9762,0.0,0.0,0.0,0.0,0.0,37.0,bernardo_cafe,0.00021091032998490504,0.0
87,0x0283d0360cc60f45e050703233b361d3a6457b9f,0.0,0.0,0.0,0.0,0.0,35.0,kaanuzdogan,5.211952141307373e-07,0.0
88,0x0287ab3366d0391225acb5daf790742bcc036f4e,0.0,0.0,0.0,0.0,10.0,2.0,pawgsaveamerica,0.0,0.1111111111111111
89,0x028f06badc36d099be3d6c17a64c65aa61351772,0.0,0.0,0.0,0.0,0.0,1.0,drsohtea1,0.0,0.0
90,0x0291eb432cb4a2613a7415018933e3db45bcd769,0.0,0.0,0.06,0.0,0.0,0.0,,0.0,0.0
91,0x0295cb6cd98aa3f2a8ae832a1b9c6f2b8a7160df,0.0,0.0,0.0,0.0,0.0,6.0,jpalakurty,0.0,0.0
92,0x02970c31a80f7c4b022cd30c6f9e6c1c5b6e5ef4,0.0,0.0,0.0,0.0,10.0,18.0,aviexk,0.0,0.0384615384615384
93,0x029ee42d381c9809493f34095235843625e46676,0.0,0.04,0.0,0.0,0.0,4.0,levin_phil,0.0,0.0
94,0x02a298c6b33b6505e15faacf4f52ffcf1c43d4b7,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
95,0x02a527084f5e73af7781846762c8753acd096461,0.0,0.0,0.0,0.0,0.0,14.0,richardxlin,0.0,0.0
96,0x02a6cb87a1f11406895ecf342c6c7d38cfef5cdf,0.0,1.0,0.0,0.0,0.0,0.0,jon_grinnell,0.0,0.0
97,0x02ac7b7229c309bcbd4bae60cdf347251c9cad6b,0.0,0.0,0.0,0.0,10.0,0.0,hknclk34,0.0,0.5
98,0x02b7bedd462ee4b2cad803f19ac706fc2c2783aa,0.0,0.0,0.0,0.0,360.0,0.0,holdfurubang,0.0,0.3076923076923077
99,0x02be804f3f2ce77bc981c544373d11a0668b6a31,0.0,0.0,0.15,0.0,0.0,0.0,,0.0,0.0
100,0x02c7dc6c1ec30aa6f198ab20187d003fc5dd80ae,0.0,0.0,0.1559,0.0,0.0,0.0,dccryptoz,0.0,0.0
101,0x02e06bec5942d168fba8149a692ac0a12e90b5a2,0.0,0.0,0.0,0.0,0.0,2.0,pradologue,0.0,0.0
102,0x02ef5b8ff910854cd67d1e37295c4a99f8b15d4a,0.0,0.0,0.0,0.0,10.0,8.0,cryptoshav,3.8935212848211006e-05,0.0526315789473684
103,0x0305f6a87b47de3c43578caf01de98a81357eba6,0.0,0.0,0.05,0.0,0.0,0.0,,0.0,0.0
104,0x030cfc14748066e80811c7ea3dd0e2e18a56dc3f,0.0,0.0,0.0,0.0,0.0,17.0,tiago4maral,3.8105161210891684e-05,0.0
105,0x031b78a28c5fa25d518a8dd0d91f5cab66e83b00,0.0,0.2,0.0,0.0,0.0,0.0,,0.0,0.0
106,0x0320de3378dcde180758ad2d41c0e1c6dcbb441d,0.0,0.0,0.0,0.0,0.0,8.0,pauliusuza,0.0,0.0
107,0x03369f6db2e2e77a2ef92b6295d6989cd68b8491,0.0,0.0,0.0,0.0,1050.0,0.0,29942611amy,0.0013281984408696115,0.7720588235294118
108,0x033813994ee06a6ddf7bdbebde4f0e2b372b2043,0.0,0.0,0.0,0.0,10.0,2.0,prophet54328537,0.0001165546927007923,0.0384615384615384
109,0x033883cb2f899c1b796203808e0a46edbb081d7d,0.0,1.02,0.0,0.0,0.0,0.0,,0.0,0.0
110,0x033ca6cf43742dbbed745c634ad34796f1b8af77,0.0,0.0,0.0,0.0,0.0,8.0,hua52014,0.0005313295655166128,0.0
111,0x033f5309d68fdc671bb1ed9174e4e1a96d5b9cb3,0.0,0.0,0.0,0.0,10.0,0.0,nnadozieukah,0.0,0.0526315789473684
112,0x0342752d843f3e2972d99689fe1cb65530a723f2,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0
113,0x034b9bc5d82414d0c9c2e2b530cadd713df39815,0.0,0.0,0.0,0.0,0.0,1.0,benhami1ton,0.0,0.0
114,0x035126a900014242ab58230528ae8f6484e03c28,0.0,0.0,0.0,0.0,0.0,8.0,mzuvella,0.0001329433866562366,0.0
115,0x03530167d82136f1b571fc5632d6c86479803803,0.0,0.0,0.0,0.0,0.0,2.0,casparv,0.0,0.2205882352941176
116,0x03562178037ec16077f006a6faa63d42c3e0f3e1,0.0,0.0,0.0,0.0,0.0,1.0,truyayong,0.0,0.0
117,0x0356e97b39e5166ee35c4af8d71ec4464d587740,0.0,0.0,0.0,0.0,10.0,0.0,delight_rn,0.0,0.0526315789473684
118,0x036e3972f2b499699414fe9476d496ca2f8c824b,0.0,0.07500000000000001,0.0,0.0,10.0,0.0,yousufhaque,0.0,0.25
119,0x037bcda961e94ff350e587ef342b15f6acaca9c0,0.0,0.0,0.0,0.0,10.0,0.0,ceng_rktiwari,0.0,0.0384615384615384
120,0x0384a8772cec5af3e6b6004e5f1c82d021f1be77,0.0,1.0,0.0,0.0,0.0,0.0,janehkx2,0.0,0.0
121,0x038901c1968c9d34f2c840bd85aa30e1f29be820,0.0,0.0,0.0,0.0,0.0,1.0,dlingrwx,0.0,0.0
122,0x0389836416d1d46724f0913eeee42622950b20c1,0.0,1.0,0.0,0.0,0.0,0.0,anuhacks,0.0,0.0
123,0x038db6c62d0f072616e2b8db7d3d7cfc829f7f65,0.0,0.0,0.2659,0.0,0.0,0.0,,0.0,0.0
124,0x0392c0d81934b52f64aa50c2cfbbcf28cd6141b2,0.0,0.0,0.0,0.0,0.0,13.0,noxcusej,3.881939168951529e-05,0.0
125,0x03942174b8e362d168e5c26d9b4339ab36d970b0,0.0,0.6,0.01,0.0,10550.0,0.0,virtualelena,0.00011645817506854586,0.8192397207137315
126,0x039545a4ce4fbd6058761eae26bfca30f0a8abe0,0.0,0.0,0.0,0.0,10.0,5.0,babalolaayotund,3.8896605795312434e-05,0.0526315789473684
127,0x039cc99733cc677682519715839efb046f2b459b,0.0,0.1,0.0,0.0,0.0,0.0,,0.0,0.0
128,0x039d09db5f8f0e6066f681c0d73a1dbe1be899ae,0.0,0.0,0.0,0.0,10.0,0.0,riniset45717250,0.0,0.0384615384615384
129,0x039ec1b97bedc88ee508620cb7013e7c2ee21f31,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
130,0x03a49b5cc9921a068bfe8605a73abcd24762fb0a,0.0,0.0,0.0,0.0,60.0,0.0,joeldave97,0.0,0.8571428571428571
131,0x03a80ccbffe64035ebbcc9b89e2b4052d1761839,0.0,0.0,0.08,0.0,0.0,0.0,,0.0,0.0
132,0x03a82eae5f760275bd0491aacbfe3e56ad0e3e15,0.0,0.0,0.0,0.0,10.0,0.0,bizflaws,0.0,0.0526315789473684
133,0x03b0800d862a3ce40164c7159c7b54a276955039,0.0,0.0,0.0,0.0,10.0,0.0,n3viden,0.0,0.0384615384615384
134,0x03b79c0c1487a68aeabd9aa4ce779dad77855f52,0.0,1.0,0.0,0.0,2010.0,126.0,sinahab,0.0007521233010435525,0.1235402581438229
135,0x03c19a8432904f450cc90ba1892329deb43c8077,0.0,0.0,0.0,0.0,0.0,187.0,aaraalto,0.0008506291965142619,0.0
136,0x03c2f913cc7116f9f2b984db11761351dfe528c3,0.0,0.0,0.05,0.0,0.0,0.0,,0.0,0.0
137,0x03c322db3f0d92ccdf6f8b6effd4031c94bed1ab,0.0,1.0,0.0,0.0,0.0,0.0,qaaj,0.0,0.0
138,0x03d15ec11110dda27df907e12e7ac996841d95e4,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
139,0x03d1a11f5e98a02ecd31962dc787000451e0c1d2,0.0,0.001,0.0,0.0,0.0,29.0,agreenberg,0.00017176277834575186,0.0
140,0x03e9206f2a1234fefad2c0b07a86b1e0f5cb8d0d,0.0,0.0,0.0,0.0,1600.0,33.0,cheriehu42,0.000753300816156959,0.1319043693322341
141,0x03f48fd514cf27adcfe88de81b8efab7b6a5a354,0.0,0.0,0.0,0.0,0.0,55.0,zeny_kusakeiba,0.00017183999245154902,0.0
142,0x03f9bb84628bd284686819a5ba7ab5c0193145e6,0.0,0.0,0.0,0.0,9.0,5.0,chenfuhong1,0.0003987722493893619,0.036
143,0x03fad797b9c3ab7aa687d5e7b115c239ec75b0e9,0.0,1.0,0.0,0.0,0.0,0.0,10xray,0.0,0.0
144,0x0405b6fe11f41ea3f28cbba3fd3015be402bfba9,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
145,0x0409d28e409448e543c610b369ee7d2b58c15f57,0.0,0.0,0.0,0.0,0.0,14.0,twilight_pirate,1.1582115869571941e-07,0.0
146,0x040cd5dd3647896b82e63677872bc69fc61b79cb,0.0,0.0,0.0,0.0,10.0,0.0,anomahchristian,0.0,0.0526315789473684
147,0x043073591b24a7bdd7270e4226060efef5b955c7,0.0,0.0,0.0,0.0,0.0,5.0,huaduocrypto,0.0,0.0
148,0x0433062f9f466c4a184b2ba0e4da38efea5e2f87,0.0,0.0,0.0,0.0,0.0,5.0,chrismessina,0.00023287774308419315,0.0
149,0x04340d792225818aa35dc0442bef137075412895,0.0,0.0,0.3118,0.0,0.0,0.0,,0.0,0.0
150,0x043696de6164718bb89ae2dbf4310f237f1deb50,0.0,0.0,0.0,0.0,30.0,0.0,darenmatsuoka,0.0,0.06
151,0x0440b053a01b63cc64e73775517f32cc28fc2c0b,0.0,0.07,0.0,0.0,0.0,0.0,,0.0,0.0
152,0x044303d65caa0949014a51141052d44789b28cef,0.0,0.0,0.0,0.0,0.0,6.0,thomas_g_obrien,0.0,0.0
153,0x044cd5f498ddbf0ea854ab4bc96110756b26de97,0.0,0.0,0.0,0.0,0.0,7.0,defin00b,0.0,0.0
154,0x045c7ea70b3faec4b39b6f0c91e12cfd026acbfd,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0
155,0x045d7f37fb0c3d7e714a46b9c74fcacd47599b4b,0.0,0.0,0.0,0.0,0.0,61.0,neilvoss,0.0,0.0
156,0x04615a9d61b516fb8911c1856f1ec40ba9a10938,0.0,0.0,0.0,0.0,280.0,0.0,stronghdkg,3.8607052898573135e-08,0.2828282828282828
157,0x046659bb263fd831e3e1383e7acb6c37b622b29f,0.0,0.0,0.0,0.0,0.0,15.0,sammy880131,0.0,0.0
158,0x046b390fa81167dc741d34b6dfd68714c88c3537,0.0,0.0,0.0,0.0,0.0,12.0,jamesbro66,0.0,0.0
159,0x047539c024494821a2db758ee8e8054f63bba653,0.0,0.0,0.0,0.0,10.0,0.0,costco_cheng0,0.0,0.0384615384615384
160,0x0481ac68cc3cb70f71c537c9cc14a6ddc29881b1,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0
161,0x0482d6bf3b83470ee4ee87c20a98d38249138e1b,0.0,0.002,0.0,0.0,0.0,0.0,,0.0,0.0
162,0x048dda49a50d7168749fe893ae1e2e37d448570e,0.0,0.0,0.0,0.0,10.0,0.0,jonewang7,0.0,0.0384615384615384
163,0x049698295d31de54f94817d7ffd2f8a6ba1c2e58,0.0,0.0,0.0,0.0,1.0,0.0,btcusd250k,0.0,0.0052631578947368
164,0x04970d93ecb584dc00bbb82c0c18d2ec49a0aa9c,0.0,0.0,0.0,0.0,1270.0,34.0,soona,0.0004058566435962501,0.6161137440758294
165,0x049808d5eaa90a2665b9703d2246dded34f1eb73,0.0,0.0,0.1,0.0,10.0,0.0,leopoldheg,0.0,0.0526315789473684
166,0x04a394d4c82161f49a3fbd3da31b8231797ef4b9,0.0,0.0,0.0,0.0,30.0,0.0,cramirez0426,0.0,0.1304347826086956
167,0x04b01711e60e3a034841c1d2001f8c16ad266f91,0.0,0.0,0.0,0.0,10.0,2.0,tosho_love,0.0,0.0526315789473684
168,0x04b20dd9b21e369f95790d60d46bcaf69ceb88d2,0.0,0.0,0.0,0.0,30.0,1.0,creed_override,0.0,0.375
169,0x04b5762ee57e2fa1cc1dd2e13d284d0284f2d41e,0.0,0.0,0.0,0.0,0.0,15.0,julrach,0.0001329240831297873,0.0
170,0x04b6867a08e81f2378959ba4b4f41eb086acaa74,0.0,0.0,0.13,0.0,0.0,0.0,,0.0,0.0
171,0x04b6ea5a19b8945eddc4a141408ec34c2a55a34e,0.0,0.0,0.0,0.0,0.0,4.0,tyijie_st,0.0,0.0
172,0x04bfb0034f24e424489f566f32d1f57647469f9e,0.0,0.1,0.060000000000000005,0.0,0.0,25.0,neokry_,0.0,0.0
173,0x04c95c6f8ea7ff7c3f7a2f148fae75650c5a875e,0.0,0.4,0.16590000000000002,0.0,0.0,12.0,jason17652409,0.0,0.0
174,0x04d25fb9b9ab1c310a20c74012f31a98d8a3fb60,0.0,0.0,0.0,0.0,150.0,0.0,kchain18,0.0,0.2777777777777778
175,0x04d90eb62e87d3b3ab90105cd06759a632378c1a,0.0,0.0,0.1,0.0,0.0,49.0,tylertringas,0.0008911859055842129,0.0
176,0x04dcf5f5991f575aac67f2068a1392385a3080cb,0.0,0.0,0.1559,0.0,17655.0,28.0,trent_vanepps,0.010316306426186424,0.7241591468416735
177,0x04e28930a2c3ba692fae79ab27f41fc397c9a33c,0.0,0.09,0.0,0.0,0.0,0.0,,0.0,0.0
178,0x04f4f330e30123939a325d8b2c45e5d7531ed218,0.0,0.01,0.0,0.0,6.0,23.0,cheepo2109,3.878078463661671e-05,0.06
179,0x0504cced39e796912c3561e419d9853f2c8edb46,0.0,0.0,0.0,0.0,0.0,1.0,0x6325,0.0,0.0
180,0x050ac21c63ee3edddbe27bdaa7a87b0c9f5fd75b,0.0,0.0,0.01,0.0,30.0,3.0,devklink,0.0,0.75
181,0x050ee024a0ffd8b9bd383271835b27dd66c3fec3,0.0,0.0,0.1559,0.0,0.0,11.0,antonioeons,0.0,0.0
182,0x0513a59f35980866f62f493bd35e8d9cf703ee69,0.0,0.0,0.0,0.0,10.0,0.0,dimpallathar,0.0,0.0384615384615384
183,0x051e08a6407e6bcb4d47cf1cc4ff3bc080cbec68,0.0,0.0,0.0,0.0,0.0,12.0,omri,0.0,0.0
184,0x05211b706bce6a569d556faa5821237464f33001,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.0
185,0x05258e865f382b33e3d45bcd0fef58458611bda9,0.0,0.0,0.2159,0.0,0.0,0.0,,0.0,0.0
186,0x0540af6de49a8b891c96a72a57f64bd0d7956789,0.0,0.0,0.0,0.0,0.0,11.0,theamandhesi,0.0,0.0
187,0x0540d73b2e2ff1763c1487efef4bad5f2cfcab1e,0.0,0.0,0.0,0.0,450.0,0.0,drumcrate,0.0,0.9782608695652174
188,0x054754781cdaaf033f150602cefd30f65611dfeb,0.0,0.0,0.0,0.0,40.0,0.0,everett_muzzy,0.0,0.0909090909090909
189,0x055018f0487dbf35f28894c4a2a2e35421b654a5,0.0,0.0,0.0,0.0,10.0,0.0,eedres,0.0,0.0526315789473684
190,0x056d6b0c371a05d309915fb746b7ad7bcf470135,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
191,0x05758991abfde0a2f4404f2fe903116444369025,0.0,0.0,0.95,0.0,0.0,0.0,,0.0,0.0
192,0x057657f5ed3da2cbf7999a0179de227265f41b39,0.0,0.18,0.0,0.0,0.0,0.0,,0.0,0.0
193,0x057dc43af6187a931e78a56b3293912a5b42e5ec,0.0,0.0,0.0,0.0,30.0,16.0,hagoromo_crypto,0.0001721874559276362,0.06
194,0x057ee17c467852f4df0946fdcac72359d11eb555,0.0,0.1,0.0,0.0,0.0,0.0,yesichen_eth,0.0,0.0
195,0x05a1ff0a32bc24265bcb39499d0c5d9a6cb2011c,0.0,0.0,0.0,0.01,0.0,0.0,willyogo,0.0,0.0
