,source,AU_value,CF_contribution,ED_purchaseValue,SP_value,Votes,mentions,twitter,betweenness
15,0x00ef62c8a5faa61264bb35eaf522eabfdbd9a762,0.0,0.0,0.0,0.0,10.0,8.0,cryptoingenious,1.0068960398438595e-05
16,0x00ff6b7d26407a46af2b631b4fa452a036d027e5,0.0,0.01,0.0,0.0,0.0,0.0,,0.0
17,0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0.0,0.0,0.0,0.0,910.0,16.0,loftradio_,0.00014572040997806116
18,0x011a991df27fb53637b7319d3a43e91b5da5b4e8,0.0,0.02,0.0,0.0,0.0,0.0,bryan_weis,0.0
19,0x01228d70a0980d85a103d9a753707104757f69bc,0.0,0.2,0.0,0.0,0.0,0.0,,0.0
20,0x012e168acb9fdc90a4ed9fd6ca2834d9bf5b579e,0.0,0.0,0.5,0.0,0.0,0.0,,0.0
21,0x013487daca45d3c6872c612415c3ab546f04eb32,0.0,0.0,0.0,0.0,10.0,1.0,_errrgh,0.0
22,0x01503dc708ce3c55017194847a07acb679d49f47,0.0,0.0,0.0,0.0,150.0,11.0,rattymouseman,6.597339672294474e-05
23,0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,3.33333,0.0,0.0,0.0,0.0,68.0,thisisaito,0.0003440492281007647
24,0x0154d25120ed20a516fe43991702e7463c5a6f6e,0.0,1.0,0.06,0.0,0.0,0.0,,0.00034863770500005394
25,0x016c8780e5ccb32e5caa342a926794ce64d9c364,0.0,2.0,0.005,0.015,6150.0,67.0,_anishagnihotri,0.006129870309704138
26,0x016dc4519cb2a100abb7fb5721d8aaa8b4682651,0.0,0.0,0.0,0.0,10.0,24.0,krunal56968936,0.0
27,0x0182d2cd01604728771c47730ecdcaecebd61dbe,0.0,0.0,0.0,0.0,10.0,2.0,zaddy_kenny,0.0
28,0x01956b22171782e8d7c47d7dc7ae371c24aeee30,0.0,0.0,0.0,0.0,10.0,18.0,matthewmanasse,0.0005318471323223889
29,0x01a1a79e83e26a9de566f65a1acdf02dec449d26,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,,2.3721126766709924e-05
30,0x01b7baa7baa864fef3cd1c7bc118cc97cedcb33f,0.0,0.0,0.0,0.0,20.0,163.0,gaby_goldberg,0.001895204143351332
31,0x01c6248a9f95d59b4a30a2408f94d6e682094622,0.0,0.0,0.0,0.0,10.0,0.0,achenga11,0.0
32,0x01c9ea664b6d06bc4609cec8e75dd600221e1c36,0.0,0.1,0.0,0.0,0.0,0.0,,0.0
33,0x01eacadf51ff60916157e32a58f640fe854e530f,0.0,0.1,0.0,0.0,0.0,0.0,cunninghamkaito,0.00010660203672074374
34,0x01ebb058f926f9ecedc096fbb82e19305868b95f,0.0,1.0,0.0,0.0,0.0,0.0,ricocunhalay,0.0
35,0x01eeb3301dc4feb99eee0bf7d7fc9083da751bbf,0.0,0.0,0.0,0.0,10.0,5.0,lord_dubious,0.0
36,0x02007be784519bfe5cc3c4ed47dfd3fb323e8fb9,0.0,0.0,0.0,0.0,10.0,0.0,1shupikov,0.0
37,0x02079daf95770a42f1c9da79a09428918b1bd489,0.0,1.0,0.0,0.0,0.0,0.0,,0.0
38,0x020ca66c30bec2c4fe3861a94e4db4a498a35872,0.0,25.0,0.0,0.0,0.0,0.0,machibigbrother,0.0006152415903927019
39,0x023df29a29797f379dc8d1046842a02a701855ca,0.0,0.0,0.0,0.0,10.0,3.0,me733bqr8rh7vuz,0.0
40,0x023f6a0a2311d3d7c94c67117d6be03100a56f08,0.0,0.0,0.0,0.0,10.0,18.0,max1mani,0.0001488341374746187
41,0x024d291757e06ddb4a456a8bdc0b2191fc0d6053,0.0,0.0,0.0,0.0,10.0,0.0,adamsjinom,0.0
42,0x024f36b02608a5129c61f8df54dc7286f9113dee,0.0,0.01,0.0,0.0,0.0,0.0,,0.0
43,0x0251a655c2193b1d1435019dc833cfd8b2adff71,0.0,0.2,0.0,0.0,0.0,0.0,cafejerk,2.7782646549431326e-05
44,0x025f34a94b7cb0e2749f190893f2c023ea2fc074,0.0,0.01,0.0,0.0,0.0,0.0,,0.0
45,0x02762f46ca68aa4cc667043e8a00d0bfa1786765,0.0,0.0,0.0,0.0,0.0,94.0,la__cuen,0.0005269224312950042
46,0x0287ab3366d0391225acb5daf790742bcc036f4e,0.0,0.0,0.0,0.0,10.0,16.0,pawgsaveamerica,2.7860328464385352e-06
47,0x02970c31a80f7c4b022cd30c6f9e6c1c5b6e5ef4,0.0,0.0,0.0,0.0,10.0,16.0,aviexk,2.190876755086549e-05
48,0x029ee42d381c9809493f34095235843625e46676,0.0,0.08,0.0,0.0,0.0,0.0,levin_phil,2.562831509188541e-06
49,0x02a13938acd153c363dd8fb97bdc244aaba69eb1,0.0,0.0,0.0,0.0,0.0,4.0,sidibemi,0.0
50,0x02a6cb87a1f11406895ecf342c6c7d38cfef5cdf,0.0,1.0,0.0,0.0,0.0,0.0,jon_grinnell,0.0
51,0x02b7bedd462ee4b2cad803f19ac706fc2c2783aa,0.0,0.0,0.0,0.0,360.0,0.0,holdfurubang,4.732012479191287e-05
52,0x02be804f3f2ce77bc981c544373d11a0668b6a31,0.0,0.0,0.15,0.0,0.0,0.0,,0.0
53,0x02ef5b8ff910854cd67d1e37295c4a99f8b15d4a,0.0,0.0,0.0,0.0,10.0,78.0,cryptoshav,2.7444917048847867e-05
54,0x03369f6db2e2e77a2ef92b6295d6989cd68b8491,0.0,0.0,0.0,0.0,660.0,8.0,29942611amy,0.001095974342194937
55,0x033813994ee06a6ddf7bdbebde4f0e2b372b2043,0.0,0.0,0.0,0.0,10.0,2.0,prophet54328537,0.0014246727034799836
56,0x033f5309d68fdc671bb1ed9174e4e1a96d5b9cb3,0.0,0.0,0.0,0.0,10.0,6.0,nnadozieukah,0.0
57,0x0342752d843f3e2972d99689fe1cb65530a723f2,0.0,1.0,0.0,0.0,0.0,0.0,,0.0
58,0x03530167d82136f1b571fc5632d6c86479803803,0.0,0.0,0.0,0.0,0.0,2.0,casparv,0.0
59,0x0356e97b39e5166ee35c4af8d71ec4464d587740,0.0,0.0,0.0,0.0,10.0,12.0,delight_rn,0.0003351178086534855
60,0x036e3972f2b499699414fe9476d496ca2f8c824b,0.0,0.025,0.0,0.0,0.0,0.0,,0.0
61,0x037bcda961e94ff350e587ef342b15f6acaca9c0,0.0,0.0,0.0,0.0,10.0,0.0,ceng_rktiwari,0.0
62,0x0384a8772cec5af3e6b6004e5f1c82d021f1be77,0.0,1.0,0.0,0.0,0.0,0.0,,0.0
63,0x0389836416d1d46724f0913eeee42622950b20c1,0.0,1.0,0.0,0.0,0.0,0.0,anuhacks,0.0
64,0x038db6c62d0f072616e2b8db7d3d7cfc829f7f65,0.0,0.0,0.11,0.0,0.0,0.0,,0.0
65,0x03942174b8e362d168e5c26d9b4339ab36d970b0,0.0,0.7999999999999999,0.01,0.0,8360.0,132.0,virtualelena,0.008124534271913016
66,0x039545a4ce4fbd6058761eae26bfca30f0a8abe0,0.0,0.0,0.0,0.0,10.0,43.0,babalolaayotund,0.0007107881407624502
67,0x039cc99733cc677682519715839efb046f2b459b,0.0,0.1,0.0,0.0,0.0,0.0,,0.0
68,0x039d09db5f8f0e6066f681c0d73a1dbe1be899ae,0.0,0.0,0.0,0.0,10.0,16.0,riniset45717250,0.0
69,0x03a82eae5f760275bd0491aacbfe3e56ad0e3e15,0.0,0.0,0.0,0.0,10.0,0.0,bizflaws,0.0
70,0x03b0800d862a3ce40164c7159c7b54a276955039,0.0,0.0,0.0,0.0,10.0,5.0,n3viden,2.8313421710472243e-06
71,0x03b79c0c1487a68aeabd9aa4ce779dad77855f52,0.0,1.0,0.0,0.0,2010.0,0.0,sinahab,0.0005752710217105635
72,0x03c322db3f0d92ccdf6f8b6effd4031c94bed1ab,0.0,1.0,0.0,0.0,0.0,0.0,qaaj,0.0
73,0x03d1a11f5e98a02ecd31962dc787000451e0c1d2,0.0,0.001,0.0,0.0,0.0,0.0,agreenberg,0.0003927185798391393
74,0x03e9206f2a1234fefad2c0b07a86b1e0f5cb8d0d,0.0,0.0,0.0,0.0,1000.0,114.0,cheriehu42,0.0031629634649040814
75,0x03f9bb84628bd284686819a5ba7ab5c0193145e6,0.0,0.0,0.0,0.0,9.0,1.0,chenfuhong1,1.9564673726455e-05
76,0x03fad797b9c3ab7aa687d5e7b115c239ec75b0e9,0.0,1.0,0.0,0.0,0.0,0.0,10xray,0.0
77,0x040cd5dd3647896b82e63677872bc69fc61b79cb,0.0,0.0,0.0,0.0,10.0,11.0,anomahchristian,4.3194603831580557e-07
78,0x043696de6164718bb89ae2dbf4310f237f1deb50,0.0,0.0,0.0,0.0,30.0,10.0,darenmatsuoka,1.4523854726340892e-06
79,0x045c7ea70b3faec4b39b6f0c91e12cfd026acbfd,0.0,1.0,0.0,0.0,0.0,0.0,,0.0
80,0x04615a9d61b516fb8911c1856f1ec40ba9a10938,0.0,0.0,0.0,0.0,280.0,0.0,stronghdkg,5.3267905379473904e-05
81,0x047539c024494821a2db758ee8e8054f63bba653,0.0,0.0,0.0,0.0,10.0,2.0,costco_cheng0,1.55972480134685e-06
82,0x0482d6bf3b83470ee4ee87c20a98d38249138e1b,0.0,0.002,0.0,0.0,0.0,0.0,,0.0
83,0x048dda49a50d7168749fe893ae1e2e37d448570e,0.0,0.0,0.0,0.0,10.0,6.0,jonewang7,8.638524441157281e-07
84,0x049698295d31de54f94817d7ffd2f8a6ba1c2e58,0.0,0.0,0.0,0.0,1.0,0.0,btcusd250k,0.0
85,0x049808d5eaa90a2665b9703d2246dded34f1eb73,0.0,0.0,0.1,0.0,10.0,0.0,leopoldheg,0.001869136052623488
86,0x04a394d4c82161f49a3fbd3da31b8231797ef4b9,0.0,0.0,0.0,0.0,10.0,94.0,cramirez0426,2.879447889982437e-06
87,0x04b01711e60e3a034841c1d2001f8c16ad266f91,0.0,0.0,0.0,0.0,10.0,13.0,tosho_love,3.7444390399707634e-08
88,0x04b6867a08e81f2378959ba4b4f41eb086acaa74,0.0,0.0,0.12,0.0,0.0,0.0,,0.0
89,0x04bfb0034f24e424489f566f32d1f57647469f9e,0.0,0.2,0.05,0.0,0.0,0.0,neokry_,2.123673602654598e-05
90,0x04c95c6f8ea7ff7c3f7a2f148fae75650c5a875e,0.0,0.6,0.01,0.0,0.0,0.0,jason17652409,0.0002692137750216311
91,0x04d25fb9b9ab1c310a20c74012f31a98d8a3fb60,0.0,0.0,0.0,0.0,60.0,0.0,kchain18,0.0
92,0x04dcf5f5991f575aac67f2068a1392385a3080cb,0.0,0.0,0.0,0.0,14215.0,329.0,trent_vanepps,0.00673796426925463
93,0x04e28930a2c3ba692fae79ab27f41fc397c9a33c,0.0,0.05,0.0,0.0,0.0,0.0,,0.0
94,0x04f4f330e30123939a325d8b2c45e5d7531ed218,0.0,0.01,0.0,0.0,6.0,106.0,cheepo2109,2.506706835510558e-05
95,0x050ac21c63ee3edddbe27bdaa7a87b0c9f5fd75b,0.0,0.0,0.01,0.0,0.0,0.0,devklink,0.0
96,0x0513a59f35980866f62f493bd35e8d9cf703ee69,0.0,0.0,0.0,0.0,10.0,0.0,dimpallathar,0.0
97,0x0540d73b2e2ff1763c1487efef4bad5f2cfcab1e,0.0,0.0,0.0,0.0,150.0,0.0,drumcrate,0.0
98,0x054754781cdaaf033f150602cefd30f65611dfeb,0.0,0.0,0.0,0.0,40.0,0.0,everett_muzzy,4.291786483730951e-08
99,0x055018f0487dbf35f28894c4a2a2e35421b654a5,0.0,0.0,0.0,0.0,10.0,1.0,eedres,0.0
100,0x0569e70921c2296ac38355ef0fb4fa2a6327a5de,0.0,0.0,0.0,0.0,0.0,15.0,ekamma11,0.0
101,0x05758991abfde0a2f4404f2fe903116444369025,0.0,0.0,0.95,0.0,0.0,0.0,,0.0
102,0x057657f5ed3da2cbf7999a0179de227265f41b39,0.0,0.36,0.0,0.0,0.0,0.0,,0.0
103,0x057dc43af6187a931e78a56b3293912a5b42e5ec,0.0,0.0,0.0,0.0,30.0,104.0,hagoromo_crypto,0.0004735003904706089
104,0x057ee17c467852f4df0946fdcac72359d11eb555,0.0,0.1,0.0,0.0,0.0,0.0,yesichen_eth,0.0
105,0x05a1ff0a32bc24265bcb39499d0c5d9a6cb2011c,0.0,0.0,0.0,0.01,0.0,0.0,willyogo,0.0
106,0x05e59eddc513917d0cf1a720b9d759eb509cfbde,0.0,0.0,0.0,0.0,10.0,0.0,bitflaws,0.0
107,0x060253f772bb050ad5439e5c980356df02cf0725,0.0,0.0,0.0,0.0,0.0,28.0,amamujee,0.0005760844874269693
108,0x0614e07756390441cb246c886917487840e74f7d,0.0,0.0,0.04,0.0,0.0,0.0,erixink,0.0
109,0x0627567fd4e52340fe8d67d116fa3732163e2d70,0.0,0.0,0.0,0.0,10.0,0.0,780juju,0.0
110,0x0653f05d22e5fe46f15639616e3bfd51c9060214,0.0,0.2,0.005,0.0,6048.0,27.0,stephenpdiesel,0.0049070514480527355
111,0x065527da1aace6d943b7b02924f4e407daff3661,0.0,0.0,0.0,0.0,10.0,82.0,topshelfrecords,0.00047883090478140406
112,0x065a09a6fa96fed27defec9099b00e3e9af99c10,0.0,0.0,0.01,0.0,0.0,0.0,,0.0
113,0x066a2edcc0b7278a2cf5bf2a040b4a54a41a9550,0.0,1.0,0.0,0.0,0.0,0.0,5ic4lpa7h,0.0
114,0x0675d0c774f64df282c3d866978bc7c491e8019a,0.0,1.0,0.0,0.0,0.0,0.0,,0.0
115,0x067b9bbbbc42d2ab9b9ab6bb62646daf7f344a76,0.0,0.0,0.0,0.0,9570.0,205.0,lay2000lbs,0.0030185238339169905
116,0x06c4865ab16c9c760622f19a313a2e637e2e66a2,0.0,0.005,0.0,0.0,0.0,0.0,benthamdaemon,0.0
117,0x06c8270541b2fb47a987b129a2eeea44287f70fe,0.0,0.025,0.0,0.0,0.0,0.0,trey_harnden,0.0
118,0x06e44e41db9add473aadf75c1c9eadf3cf5b74c9,0.0,0.00628318530718,0.0,0.0,0.0,0.0,,0.0
119,0x06f77f6f447c02e05f63d7297137af05676ffbf4,0.0,0.0,0.0,0.0,10.0,1.0,qoded_q,0.0
120,0x0711063ce23599de7121f7312ea65b261bb634c9,0.0,0.0,0.0,0.0,10.0,0.0,stephan66284429,0.0
121,0x072213b5322bf1baa7a929f19c984b0642861d16,0.0,0.0,0.0,0.0,10.0,3.0,abuqasg,0.0
122,0x072938db4dd5c5f25b77d11fbecdb35a0f14e022,0.0,0.02,0.0,0.0,0.0,0.0,,0.0
123,0x0738711f103185a92dc446ec4c1e2381787b1a46,0.0,0.0,0.0,0.0,10.0,0.0,cryptohunt0,0.0
124,0x075dceb6ffc8d9edacd7f449d00987d33b6ee138,0.0,1.0,0.0,0.0,0.0,0.0,,0.0
125,0x078e88e465f2a430399e319d57543a7a76e97668,0.0,5.0,0.0,0.0,0.0,0.0,,0.0
126,0x07a1f6fc89223c5ebd4e4ddae89ac97629856a0f,0.0,0.0,0.0,0.0,10.0,11.0,weishowlin,1.0485228537725652e-06
127,0x07ab4529e88349b0256ad6054e03ae9ae24cdfb1,0.0,0.0,0.05,0.0,0.0,0.0,penxman,0.0
128,0x07b8eb605f02eda28a1b58c92892ca16bf9ff7c9,0.0,0.0,0.0,0.0,10.0,4.0,timbalabuch,0.00024229693286553075
129,0x07c9856e6d0cda3b7d76d2954b61d5462c7cc2c3,0.0,0.0,0.11,0.0,0.0,0.0,,0.0
130,0x07cbd4e4473140b6078aa987907aaff5e500b9f1,0.0,1.51,0.06,0.0,0.0,0.0,,0.00034863770500005394
131,0x07cc65ec4de72fdf7d2b6c39fd80c4ea4706215b,0.0,111.1,0.0,0.0,0.0,0.0,,0.0
132,0x07cff6218249a2351a174bdc1e5b1632e8e4e673,0.0,0.0,0.05,0.0,0.0,0.0,,0.0
133,0x07f01f82334feeb95b59c7775f3aea04dfe45be1,0.0,0.0,0.0,0.0,10.0,0.0,projectbebold,2.3835069684543828e-06
134,0x0813407596e7c63cd3958ff081ca078cb31ddbf1,0.0,0.0,0.0,0.0,10.0,1.0,kojiro629,0.0
135,0x08252e5a4050455003f243abae646bb23ae0811f,0.0,0.0,0.0,0.0,10.0,5.0,tunzii_,0.0003813591694554075
136,0x0839118d8a5bbdd693512124561f377290152692,0.0,0.0,0.06,0.0,0.0,0.0,,0.0
137,0x083bdbaa68acd8cbfdbe5502ea8a27e9322e9bae,0.0,0.5,0.0,0.0,0.0,0.0,charlesakremer,0.0
138,0x084553460e4d37a66e296f7b249d42c279763707,0.0,0.0,0.0,0.0,10.0,2.0,mibella21087257,0.0
139,0x089ba0bc08dcf2d52d3aa7edd9a4ac960faabe9e,0.0,0.02,0.0,0.0,0.0,0.0,brodyhughes_,0.0
140,0x08cbf077180d45868cc04d8c053ec37025545933,0.0,0.05,0.0,0.0,620.0,370.0,staringispolite,0.0018864184369260565
141,0x08ceb8bba685ee708c9c4c65576837cbe19b9dea,0.0,0.2,0.0,0.0,150.0,228.0,wpeaster,0.0014122818262317328
142,0x08d816526bdc9d077dd685bd9fa49f58a5ab8e48,0.0,0.0,0.21,0.0,0.0,0.0,0xkiwi_,0.0
143,0x08e5f4670b8e70fe77d952ba0fbbf9f4762aaf73,0.0,0.1,0.0,0.05,0.0,0.0,,1.113126136806331e-05
144,0x08e92f35863af2de2fafd888afe45b5be63e8a83,0.0,0.0,0.0,0.0,60.0,143.0,drkiddo1,0.0003321004303290175
145,0x0937e277649d3af92f1fd1393369994ac10b8ed7,0.0,0.0,0.0,0.0,10.0,0.0,ibnuyahya79,0.00047393364928909954
146,0x09430565e3a38884fedd42e5fd0e05656f7b24b2,0.0,0.0,0.15,0.0,0.0,0.0,bloqreal,0.0
147,0x094e4b82a5722271546cca99c8c351bd840669ae,0.0,0.0,0.0,0.0,10.0,10.0,chuanx2,8.778565046774225e-05
148,0x098177a7dfa5fceeb14de6b8a8573e4b330f83d3,0.0,0.0,0.0,0.0,30.0,0.0,mithucookie,9.729383719747102e-07
149,0x098b160335b64f42a18460a21fa42cc1262a3b26,0.0,0.0,0.0,0.0,10.0,33.0,itskaiwan,0.0006212103956318166
150,0x09b14b1c8a92bca0cc592a80dc311bf1a3fde9f5,0.0,0.0,0.0,0.0,10.0,16.0,dealville,4.1813438415757515e-05
151,0x09be9ab0eb61327d26904bae69efdc6633d5eec8,0.0,1.1,0.0,0.0,0.0,0.0,,0.0
152,0x09d07aec655032f6d05482999b6b7f683e80568b,0.0,0.0256,0.0,0.0,0.0,0.0,blakehunsicker,2.3111358470864357e-05
153,0x09fabf8c79e141fea3b87629a19c1defef0b9291,0.0,6.66,0.0,0.0,0.0,0.0,mrblocktw,0.0005593561549810039
154,0x0a1a2f4e58a20bd6b434f4dec00ba3c12427b600,0.0,0.001,0.0,0.0,0.0,0.0,kentnguyen_,0.0
155,0x0a251df99a88a20a93876205fb7f5faf2e85a481,0.0,0.0,0.0,0.0,10.0,53.0,_endman_,0.00015338097281096327
156,0x0a5f919ca9132bf2ef97cac8852b3956162c1478,0.0,1.0,0.0,0.0,0.0,0.0,crypto_jy,0.0
157,0x0a6151dcf0269a56cba6aa456a3d1c52bf6b8ce6,0.0,0.0,0.0,0.0,10.0,2.0,daiveeeed,0.0
158,0x0a6f929d371081748cee11e852f18123bb51407c,0.0,0.0,0.0,0.0,10.0,1.0,bitkriegmo,0.0
159,0x0a771437ee59dcd30429dda71a1a011db8957bd1,0.0,1.0,0.0,0.0,0.0,0.0,,0.0
160,0x0a7eb3cdce88333bac5d3a5dca24ad5d786d3659,0.0,0.0,0.0,0.0,550.0,0.0,neya28901334,3.7505788800629625e-07
161,0x0a8f4e308b17f836eab6493f42e48ac07d30946d,0.0,0.0,0.0,0.0,10.0,2.0,emil97225614,0.0
162,0x0aa54d162a5c7e4ca8378fa66e3d63db3ce88e8a,0.0,0.0,0.0,0.0,9570.0,315.0,matdryhurst,0.0065247950222293355
163,0x0aa5973f2614dccfbe53c8273da22502d7e4fbd5,0.0,1.0,0.0,0.0,0.0,0.0,,0.0
164,0x0ace2e202244b61b6ecfb7487591597e979d8f72,0.0,0.0,0.0,0.0,0.0,58.0,herstorydao,0.0017359570781960041
165,0x0ae3d5949202165584a270cbac7a733b0307a766,0.0,0.0,0.0,0.0,10.0,2.0,olegdubinin2,0.0
166,0x0afd3ee70efc71ea964b17e9a6d9d6230b570dce,0.0,0.0,0.0,0.0,10.0,21.0,aaronhaber,9.708204647466846e-05
167,0x0b01168b77425d8a4df02f794d2ced416ec6e7d4,0.0,0.01,0.01,0.0,0.0,0.0,fabiangegunde,0.00034863770500005394
168,0x0b11bb088ab8d25e213d773f4bbfd49c2ccd71a6,0.0,0.05,0.0,0.0,0.0,0.0,,0.0
169,0x0b199951975654564241549d6d2794f990f49ed1,0.0,0.0,0.0,0.0,6.0,141.0,mattlovan,0.00014072127029027853
170,0x0b1f9e300e6e4b4c25cc73c53c8aa700e552f99f,0.0,0.0,0.01,0.0,0.0,0.0,,0.0
171,0x0b209107a634a07fc2bc12bd79d4b91afadb26c3,0.0,0.0,0.0,0.0,10.0,0.0,efaetim,0.0
172,0x0b225411d66c8e0da9e13e818d1131448e148597,0.0,0.0,0.0,0.0,10.0,2.0,sidvpillai,0.0
173,0x0b36fb16057b97db1bf3b8b73bce4156e0ad0c63,0.0,0.0101,0.0,0.0,0.0,0.0,,0.0
174,0x0b4ead9adb79457816d446deb57d7a22f88c644c,0.0,0.0,0.06,0.0,0.0,0.0,,0.0
175,0x0b62e5caff1b4f9605e78c3ca8016c0a4b4e23cb,0.0,0.0,0.05,0.0,0.0,0.0,mikeconnery,0.0
176,0x0b7917b62bc98967e06e80efba9abcaccf3d4928,0.0,0.5,0.0,0.0,0.0,0.0,ben_thank_you,2.6862113167579894e-07
177,0x0b7a1e683bb5c882722ef2f332288a10cda30a95,0.0,0.1,0.0,0.0,60.0,6.0,iodave,0.00012179558788261432
178,0x0b82fac4fb68336694881ae8effc822a5dc6afd9,0.0,0.0,0.0,0.0,10.0,54.0,thundamania,0.00023685449147335064
179,0x0b8fa0e33997038a05d78cce8e1bdfe8cfcecdef,0.0,0.0,0.0,0.0,0.0,38.0,h_bitcoiner,0.037936225724185
180,0x0bc3668d2aafa53ed5e5134ba13ec74ea195d000,0.0,0.0,0.02,0.0,0.0,0.0,,0.0
181,0x0bd40aaf24d7c365338d23c252fe47b35d1e4bb9,0.0,0.007,0.0,0.0,0.0,0.0,mjf5v,0.0
182,0x0be197c794575579f2f238a68edf2fc5f92817ac,0.0,0.0,0.0,0.0,0.0,38.0,leo_guinan,0.0005639279576803579
183,0x0c0a3e6e72c93085a9b5891ed89579d96c59cd87,0.0,0.0,0.0,0.0,10.0,34.0,elcoshed,1.0793899956020596e-05
184,0x0c3a2267abb66b454132072d058dc6556434cdbd,0.0,0.0,0.0,0.0,0.0,22.0,petrikajander,2.2787381852773045e-05
185,0x0c68e2f6187a84c5963e261dbbb4a91252de9338,0.0,0.0,0.0,0.0,10.0,2.0,kunal,2.3214129491657247e-06
186,0x0c8f9b3c23a1fe8769ee5e71bf9802268fae496a,0.0,0.0,0.0,0.0,10.0,2.0,d_realeni,5.054992703960531e-07
187,0x0c955318f4d56c57607452257ff51c142a5f2cf2,0.0,0.0,0.0,0.0,10.0,58.0,pesconett,0.00012419432370266265
188,0x0cacc6104d8cd9d7b2850b4f35c65c1ecdeece03,0.0,1.5,0.25,0.0,4120.0,243.0,simondlr,0.011561176696908404
189,0x0caed927498543bd3c4dd58bbc4c943e0ccba78e,0.0,0.0,0.0,0.0,10.0,19.0,le_roy6,0.0006991808697391724
190,0x0cc309aaa51b4c4adb6c8dad4341154eb0c31958,0.0,0.0,0.0,0.0,10.0,15.0,sammytotheworld,0.0
191,0x0cc9e059bff58a6bbe4b34c81e7f3416af91091a,0.0,0.0,0.0,0.0,10.0,15.0,pandazeng1,7.202439694797597e-05
192,0x0d0aca99686fced8e6fb39134aaed96f09b5283c,0.0,0.2,0.0,0.0,0.0,0.0,afreegull2008,0.0
193,0x0d0bd6469be80d57893cf1b21434936dfaa35319,0.0,1.0,0.0,0.0,0.0,0.0,,0.0
194,0x0d1d670aeaebf998f1fe1c0e94e6d846d331e6d8,0.0,0.0,0.35,0.0,0.0,0.0,,0.0
195,0x0d1fe752ac2e08ef0da1547a12c1bc3b87139d75,0.0,0.0,0.0,0.0,0.0,20.0,degen100,4.926279976546692e-05
196,0x0d41a3f6301ab46e491850c8fdafbde0a3b41ece,0.0,0.0,0.0,0.0,1020.0,25.0,prosperdao,0.0006111711765006683
197,0x0d610b788a324d3372641a9b7f1ee9f42e83f73c,0.0,1.6,0.0,0.0,0.0,0.0,coltontbrown,7.057441262393458e-05
198,0x0d7bf612ab0bad63d687d319046f13c2e6bcf849,0.0,0.0,0.0,0.0,4.0,27.0,arsydotorg,0.00015314519582279321
199,0x0d89421d6eec0a4385f95f410732186a2ab45077,0.0,0.0,0.0,0.0,10.0,0.0,bestape,8.346277948647372e-06
200,0x0dbb0cff7c9515fc56d352ee37aeeefdf43b25fe,0.0,0.0,0.0,0.0,10.0,2.0,keyhelp2,4.024017197494008e-05
201,0x0dd405c35c973e3cd50718a7f1a2545fdcc4dd93,0.0,0.0,0.0,0.0,10.0,81.0,_bukkky,6.956397679275878e-06
202,0x0de37289ab18754a1874c1c7d66ec4b1bcf9733a,0.0,0.0,0.0,0.0,10.0,60.0,kalladomcdowell,0.000512301858434425
203,0x0de3db54379da910e6b6d5724a701a9602399921,0.0,0.0,0.0,0.0,0.0,11.0,dragontothemoon,9.111243319962017e-07
204,0x0defa6c5230d1c966381faa4537d0111d9570e73,0.0,0.04,0.0,0.0,0.0,0.0,farik_tdm,0.0
